time_s,Z,N,E,H
82.12,-126.053133,236.876667,817.161133,12695.081467
82.13,-156.053133,314.876667,880.161133,12684.081467
82.14,-190.053133,389.876667,938.161133,12670.081467
82.15,-222.053133,460.876667,965.161133,12666.081467
82.16,-252.053133,513.876667,938.161133,12673.081467
82.17,-277.053133,576.876667,847.161133,12663.081467
82.18,-292.053133,637.876667,683.161133,12622.081467
82.19,-294.053133,710.876667,455.161133,12522.081467
82.20,-290.053133,801.876667,203.161133,12350.081467
82.21,-274.053133,896.876667,-70.838867,12104.081467
82.22,-251.053133,992.876667,-340.838867,11786.081467
82.23,-235.053133,1069.876667,-579.838867,11410.081467
82.24,-217.053133,1140.876667,-778.838867,10981.081467
82.25,-204.053133,1189.876667,-923.838867,10483.081467
82.26,-187.053133,1225.876667,-1041.838867,9905.081467
82.27,-164.053133,1247.876667,-1119.838867,9238.081467
82.28,-133.053133,1233.876667,-1153.838867,8490.081467
82.29,-109.053133,1208.876667,-1163.838867,7686.081467
82.30,-71.053133,1130.876667,-1141.838867,6869.081467
82.31,-40.053133,1001.876667,-1112.838867,6099.081467
82.32,-18.053133,829.876667,-1048.838867,5414.081467
82.33,0.946867,618.876667,-987.838867,4857.081467
82.34,17.946867,385.876667,-908.838867,4440.081467
82.35,28.946867,148.876667,-763.838867,4168.081467
82.36,30.946867,-60.123333,-600.838867,4024.081467
82.37,21.946867,-235.123333,-390.838867,3994.081467
82.38,3.946867,-408.123333,-158.838867,4051.081467
82.39,-29.053133,-563.123333,81.161133,4171.081467
82.40,-61.053133,-729.123333,295.161133,4318.081467
82.41,-101.053133,-887.123333,453.161133,4447.081467
82.42,-134.053133,-1058.123333,534.161133,4532.081467
82.43,-158.053133,-1220.123333,534.161133,4546.081467
82.44,-167.053133,-1359.123333,452.161133,4468.081467
82.45,-177.053133,-1462.123333,304.161133,4279.081467
82.46,-184.053133,-1541.123333,121.161133,3973.081467
82.47,-173.053133,-1604.123333,-77.838867,3556.081467
82.48,-167.053133,-1656.123333,-268.838867,3058.081467
82.49,-159.053133,-1682.123333,-429.838867,2485.081467
82.50,-153.053133,-1699.123333,-566.838867,1847.081467
82.51,-156.053133,-1687.123333,-671.838867,1157.081467
82.52,-169.053133,-1631.123333,-744.838867,440.081467
82.53,-180.053133,-1522.123333,-791.838867,-298.918533
82.54,-200.053133,-1386.123333,-838.838867,-1038.918533
82.55,-214.053133,-1218.123333,-908.838867,-1775.918533
82.56,-228.053133,-1041.123333,-989.838867,-2501.918533
82.57,-227.053133,-875.123333,-1098.838867,-3217.918533
82.58,-222.053133,-721.123333,-1226.838867,-3949.918533
82.59,-213.053133,-590.123333,-1365.838867,-4729.918533
82.60,-203.053133,-471.123333,-1489.838867,-5579.918533
82.61,-188.053133,-355.123333,-1600.838867,-6502.918533
82.62,-175.053133,-242.123333,-1702.838867,-7488.918533
82.63,-159.053133,-130.123333,-1776.838867,-8511.918533
82.64,-152.053133,-27.123333,-1832.838867,-9546.918533
82.65,-133.053133,61.876667,-1871.838867,-10568.918533
82.66,-117.053133,133.876667,-1890.838867,-11557.918533
82.67,-104.053133,183.876667,-1872.838867,-12494.918533
82.68,-78.053133,219.876667,-1821.838867,-13363.918533
82.69,-63.053133,240.876667,-1746.838867,-14140.918533
82.70,-46.053133,244.876667,-1664.838867,-14813.918533
82.71,-37.053133,248.876667,-1592.838867,-15381.918533
82.72,-29.053133,235.876667,-1534.838867,-15844.918533
82.73,-32.053133,219.876667,-1512.838867,-16177.918533
82.74,-26.053133,195.876667,-1505.838867,-16357.918533
82.75,-24.053133,155.876667,-1509.838867,-16373.918533
82.76,2.946867,126.876667,-1505.838867,-16235.918533
82.77,17.946867,82.876667,-1488.838867,-15960.918533
82.78,30.946867,53.876667,-1447.838867,-15561.918533
82.79,46.946867,33.876667,-1391.838867,-15057.918533
82.80,45.946867,24.876667,-1325.838867,-14468.918533
82.81,39.946867,16.876667,-1272.838867,-13800.918533
82.82,40.946867,-0.123333,-1252.838867,-13063.918533
82.83,39.946867,-21.123333,-1240.838867,-12267.918533
82.84,35.946867,-32.123333,-1238.838867,-11421.918533
82.85,36.946867,-57.123333,-1247.838867,-10559.918533
82.86,24.946867,-73.123333,-1269.838867,-9669.918533
82.87,7.946867,-64.123333,-1306.838867,-8759.918533
82.88,-14.053133,-53.123333,-1370.838867,-7848.918533
82.89,-46.053133,-42.123333,-1450.838867,-6929.918533
82.90,-65.053133,-59.123333,-1522.838867,-6002.918533
82.91,-86.053133,-102.123333,-1595.838867,-5077.918533
82.92,-85.053133,-178.123333,-1614.838867,-4171.918533
82.93,-93.053133,-289.123333,-1608.838867,-3318.918533
82.94,-94.053133,-422.123333,-1567.838867,-2539.918533
82.95,-100.053133,-587.123333,-1482.838867,-1851.918533
82.96,-103.053133,-757.123333,-1388.838867,-1258.918533
82.97,-117.053133,-941.123333,-1290.838867,-767.918533
82.98,-119.053133,-1129.123333,-1197.838867,-383.918533
82.99,-123.053133,-1306.123333,-1129.838867,-104.918533
83.00,-131.053133,-1454.123333,-1062.838867,76.081467
83.01,-132.053133,-1572.123333,-1005.838867,155.081467
83.02,-124.053133,-1642.123333,-920.838867,129.081467
83.03,-128.053133,-1661.123333,-812.838867,18.081467
83.04,-136.053133,-1615.123333,-674.838867,-146.918533
83.05,-162.053133,-1523.123333,-548.838867,-369.918533
83.06,-187.053133,-1382.123333,-444.838867,-635.918533
83.07,-200.053133,-1202.123333,-376.838867,-927.918533
83.08,-200.053133,-999.123333,-354.838867,-1217.918533
83.09,-185.053133,-763.123333,-358.838867,-1483.918533
83.10,-165.053133,-496.123333,-378.838867,-1695.918533
83.11,-140.053133,-198.123333,-387.838867,-1819.918533
83.12,-116.053133,111.876667,-401.838867,-1834.918533
83.13,-112.053133,425.876667,-401.838867,-1738.918533
83.14,-97.053133,719.876667,-410.838867,-1537.918533
83.15,-92.053133,982.876667,-413.838867,-1234.918533
83.16,-87.053133,1207.876667,-416.838867,-854.918533
83.17,-79.053133,1394.876667,-436.838867,-409.918533
83.18,-69.053133,1555.876667,-455.838867,73.081467
83.19,-65.053133,1676.876667,-483.838867,579.081467
83.20,-59.053133,1765.876667,-558.838867,1093.081467
83.21,-54.053133,1821.876667,-652.838867,1621.081467
83.22,-46.053133,1843.876667,-782.838867,2157.081467
83.23,-34.053133,1827.876667,-930.838867,2692.081467
83.24,-18.053133,1760.876667,-1079.838867,3224.081467
83.25,-3.053133,1647.876667,-1216.838867,3759.081467
83.26,-0.053133,1492.876667,-1337.838867,4275.081467
83.27,-0.053133,1313.876667,-1414.838867,4742.081467
83.28,-15.053133,1104.876667,-1460.838867,5137.081467
83.29,-32.053133,903.876667,-1468.838867,5447.081467
83.30,-51.053133,702.876667,-1431.838867,5674.081467
83.31,-70.053133,510.876667,-1364.838867,5826.081467
83.32,-87.053133,329.876667,-1271.838867,5888.081467
83.33,-94.053133,127.876667,-1153.838867,5878.081467
83.34,-114.053133,-73.123333,-1010.838867,5805.081467
83.35,-106.053133,-283.123333,-863.838867,5669.081467
83.36,-102.053133,-467.123333,-724.838867,5475.081467
83.37,-90.053133,-653.123333,-609.838867,5210.081467
83.38,-67.053133,-811.123333,-534.838867,4874.081467
83.39,-41.053133,-949.123333,-467.838867,4465.081467
83.40,-9.053133,-1065.123333,-410.838867,3983.081467
83.41,27.946867,-1190.123333,-366.838867,3442.081467
83.42,57.946867,-1304.123333,-301.838867,2866.081467
83.43,100.946867,-1412.123333,-203.838867,2272.081467
83.44,129.946867,-1516.123333,-67.838867,1674.081467
83.45,151.946867,-1602.123333,80.161133,1090.081467
83.46,171.946867,-1657.123333,231.161133,542.081467
83.47,183.946867,-1686.123333,384.161133,55.081467
83.48,193.946867,-1698.123333,503.161133,-342.918533
83.49,207.946867,-1691.123333,603.161133,-614.918533
83.50,215.946867,-1658.123333,686.161133,-720.918533
83.51,218.946867,-1618.123333,759.161133,-668.918533
83.52,222.946867,-1567.123333,823.161133,-464.918533
83.53,208.946867,-1520.123333,849.161133,-120.918533
83.54,187.946867,-1462.123333,851.161133,357.081467
83.55,159.946867,-1399.123333,802.161133,937.081467
83.56,129.946867,-1329.123333,696.161133,1610.081467
83.57,96.946867,-1233.123333,565.161133,2362.081467
83.58,56.946867,-1109.123333,413.161133,3177.081467
83.59,20.946867,-976.123333,260.161133,4028.081467
83.60,-25.053133,-847.123333,112.161133,4890.081467
83.61,-67.053133,-740.123333,-49.838867,5743.081467
83.62,-112.053133,-654.123333,-202.838867,6561.081467
83.63,-156.053133,-621.123333,-355.838867,7328.081467
83.64,-183.053133,-622.123333,-513.838867,8039.081467
83.65,-209.053133,-662.123333,-662.838867,8685.081467
83.66,-229.053133,-702.123333,-806.838867,9273.081467
83.67,-232.053133,-736.123333,-934.838867,9805.081467
83.68,-234.053133,-778.123333,-1054.838867,10278.081467
83.69,-230.053133,-802.123333,-1167.838867,10696.081467
83.70,-225.053133,-814.123333,-1271.838867,11047.081467
83.71,-224.053133,-805.123333,-1358.838867,11329.081467
83.72,-198.053133,-777.123333,-1422.838867,11536.081467
83.73,-179.053133,-730.123333,-1465.838867,11668.081467
83.74,-155.053133,-651.123333,-1489.838867,11727.081467
83.75,-129.053133,-552.123333,-1485.838867,11713.081467
83.76,-102.053133,-454.123333,-1478.838867,11622.081467
83.77,-87.053133,-354.123333,-1474.838867,11435.081467
83.78,-68.053133,-270.123333,-1455.838867,11127.081467
83.79,-45.053133,-234.123333,-1442.838867,10695.081467
83.80,-16.053133,-207.123333,-1409.838867,10138.081467
83.81,13.946867,-200.123333,-1371.838867,9466.081467
83.82,45.946867,-176.123333,-1296.838867,8714.081467
83.83,68.946867,-126.123333,-1194.838867,7906.081467
83.84,81.946867,-55.123333,-1071.838867,7068.081467
83.85,92.946867,35.876667,-931.838867,6236.081467
83.86,94.946867,117.876667,-781.838867,5452.081467
83.87,102.946867,190.876667,-634.838867,4734.081467
83.88,114.946867,222.876667,-487.838867,4111.081467
83.89,121.946867,229.876667,-323.838867,3588.081467
83.90,139.946867,204.876667,-142.838867,3156.081467
83.91,134.946867,159.876667,62.161133,2807.081467
83.92,138.946867,119.876667,282.161133,2517.081467
83.93,130.946867,94.876667,503.161133,2268.081467
83.94,115.946867,93.876667,697.161133,2022.081467
83.95,99.946867,129.876667,839.161133,1742.081467
83.96,74.946867,171.876667,950.161133,1406.081467
83.97,59.946867,223.876667,1024.161133,1034.081467
83.98,47.946867,283.876667,1093.161133,638.081467
83.99,34.946867,340.876667,1133.161133,215.081467
84.00,23.946867,399.876667,1140.161133,-237.918533
84.01,7.946867,468.876667,1114.161133,-725.918533
84.02,-0.053133,551.876667,1035.161133,-1241.918533
84.03,-3.053133,633.876667,898.161133,-1786.918533
84.04,0.946867,701.876667,729.161133,-2346.918533
84.05,6.946867,753.876667,512.161133,-2898.918533
84.06,22.946867,783.876667,305.161133,-3441.918533
84.07,34.946867,797.876667,116.161133,-3980.918533
84.08,47.946867,776.876667,-46.838867,-4505.918533
84.09,58.946867,737.876667,-154.838867,-5007.918533
84.10,69.946867,676.876667,-232.838867,-5469.918533
84.11,62.946867,596.876667,-293.838867,-5857.918533
84.12,63.946867,517.876667,-346.838867,-6149.918533
84.13,59.946867,436.876667,-403.838867,-6324.918533
84.14,63.946867,366.876667,-489.838867,-6379.918533
84.15,66.946867,307.876667,-584.838867,-6310.918533
84.16,64.946867,255.876667,-672.838867,-6116.918533
84.17,60.946867,226.876667,-760.838867,-5819.918533
84.18,53.946867,190.876667,-813.838867,-5431.918533
84.19,37.946867,162.876667,-838.838867,-4964.918533
84.20,-0.053133,153.876667,-831.838867,-4441.918533
84.21,-35.053133,155.876667,-804.838867,-3896.918533
84.22,-70.053133,167.876667,-739.838867,-3353.918533
84.23,-110.053133,199.876667,-671.838867,-2825.918533
84.24,-149.053133,232.876667,-600.838867,-2318.918533
84.25,-191.053133,295.876667,-542.838867,-1817.918533
84.26,-231.053133,363.876667,-490.838867,-1306.918533
84.27,-276.053133,446.876667,-465.838867,-768.918533
84.28,-314.053133,535.876667,-473.838867,-184.918533
84.29,-351.053133,620.876667,-530.838867,458.081467
84.30,-379.053133,698.876667,-623.838867,1162.081467
84.31,-387.053133,773.876667,-743.838867,1906.081467
84.32,-398.053133,835.876667,-868.838867,2681.081467
84.33,-403.053133,889.876667,-959.838867,3471.081467
84.34,-410.053133,929.876667,-1009.838867,4263.081467
84.35,-410.053133,935.876667,-1011.838867,5065.081467
84.36,-414.053133,892.876667,-960.838867,5879.081467
84.37,-410.053133,809.876667,-896.838867,6705.081467
84.38,-405.053133,690.876667,-795.838867,7542.081467
84.39,-386.053133,557.876667,-700.838867,8373.081467
84.40,-371.053133,419.876667,-635.838867,9186.081467
84.41,-357.053133,309.876667,-598.838867,9970.081467
84.42,-345.053133,240.876667,-602.838867,10682.081467
84.43,-334.053133,200.876667,-645.838867,11287.081467
84.44,-327.053133,166.876667,-699.838867,11773.081467
84.45,-326.053133,128.876667,-758.838867,12133.081467
84.46,-329.053133,72.876667,-805.838867,12373.081467
84.47,-318.053133,-15.123333,-846.838867,12490.081467
84.48,-317.053133,-126.123333,-861.838867,12498.081467
84.49,-321.053133,-248.123333,-837.838867,12412.081467
84.50,-323.053133,-362.123333,-759.838867,12260.081467
84.51,-333.053133,-453.123333,-630.838867,12083.081467
84.52,-346.053133,-524.123333,-461.838867,11939.081467
84.53,-360.053133,-573.123333,-247.838867,11867.081467
84.54,-378.053133,-583.123333,-19.838867,11889.081467
84.55,-390.053133,-576.123333,208.161133,12004.081467
84.56,-402.053133,-530.123333,444.161133,12214.081467
84.57,-417.053133,-475.123333,634.161133,12504.081467
84.58,-412.053133,-367.123333,769.161133,12864.081467
84.59,-410.053133,-231.123333,869.161133,13270.081467
84.60,-386.053133,-78.123333,920.161133,13687.081467
84.61,-358.053133,67.876667,939.161133,14101.081467
84.62,-323.053133,182.876667,954.161133,14494.081467
84.63,-280.053133,235.876667,939.161133,14848.081467
84.64,-242.053133,235.876667,923.161133,15151.081467
84.65,-196.053133,168.876667,873.161133,15392.081467
84.66,-163.053133,67.876667,801.161133,15559.081467
84.67,-121.053133,-37.123333,712.161133,15634.081467
84.68,-90.053133,-140.123333,561.161133,15618.081467
84.69,-52.053133,-235.123333,408.161133,15523.081467
84.70,-13.053133,-326.123333,230.161133,15354.081467
84.71,19.946867,-429.123333,71.161133,15124.081467
84.72,39.946867,-527.123333,-71.838867,14826.081467
84.73,51.946867,-636.123333,-183.838867,14454.081467
84.74,44.946867,-756.123333,-274.838867,14010.081467
84.75,28.946867,-874.123333,-353.838867,13509.081467
84.76,5.946867,-984.123333,-433.838867,12956.081467
84.77,-30.053133,-1099.123333,-505.838867,12375.081467
84.78,-69.053133,-1195.123333,-588.838867,11772.081467
84.79,-107.053133,-1278.123333,-681.838867,11150.081467
84.80,-132.053133,-1345.123333,-753.838867,10502.081467
84.81,-162.053133,-1408.123333,-801.838867,9839.081467
84.82,-183.053133,-1459.123333,-814.838867,9154.081467
84.83,-204.053133,-1516.123333,-796.838867,8443.081467
84.84,-224.053133,-1557.123333,-733.838867,7720.081467
84.85,-238.053133,-1576.123333,-619.838867,6992.081467
84.86,-247.053133,-1561.123333,-484.838867,6255.081467
84.87,-250.053133,-1509.123333,-321.838867,5530.081467
84.88,-243.053133,-1409.123333,-174.838867,4835.081467
84.89,-227.053133,-1256.123333,-45.838867,4162.081467
84.90,-200.053133,-1080.123333,78.161133,3502.081467
84.91,-168.053133,-871.123333,181.161133,2856.081467
84.92,-123.053133,-666.123333,272.161133,2223.081467
84.93,-66.053133,-461.123333,372.161133,1602.081467
84.94,-8.053133,-265.123333,461.161133,982.081467
84.95,60.946867,-82.123333,543.161133,363.081467
84.96,121.946867,97.876667,603.161133,-269.918533
84.97,178.946867,278.876667,636.161133,-926.918533
84.98,240.946867,434.876667,661.161133,-1613.918533
84.99,302.946867,586.876667,662.161133,-2333.918533
85.00,353.946867,708.876667,655.161133,-3072.918533
85.01,400.946867,806.876667,653.161133,-3818.918533
85.02,433.946867,868.876667,644.161133,-4562.918533
85.03,466.946867,895.876667,642.161133,-5314.918533
85.04,493.946867,881.876667,627.161133,-6052.918533
85.05,512.946867,857.876667,590.161133,-6751.918533
85.06,527.946867,818.876667,541.161133,-7419.918533
85.07,542.946867,757.876667,477.161133,-8025.918533
85.08,553.946867,692.876667,395.161133,-8565.918533
85.09,557.946867,622.876667,292.161133,-9040.918533
85.10,556.946867,561.876667,172.161133,-9432.918533
85.11,551.946867,513.876667,38.161133,-9746.918533
85.12,549.946867,494.876667,-100.838867,-9992.918533
85.13,540.946867,496.876667,-258.838867,-10166.918533
85.14,528.946867,539.876667,-411.838867,-10284.918533
85.15,518.946867,586.876667,-576.838867,-10355.918533
85.16,519.946867,655.876667,-736.838867,-10392.918533
85.17,508.946867,727.876667,-888.838867,-10407.918533
85.18,503.946867,793.876667,-1004.838867,-10398.918533
85.19,490.946867,855.876667,-1098.838867,-10372.918533
85.20,484.946867,901.876667,-1158.838867,-10341.918533
85.21,481.946867,933.876667,-1178.838867,-10299.918533
85.22,472.946867,924.876667,-1186.838867,-10260.918533
85.23,462.946867,878.876667,-1170.838867,-10230.918533
85.24,453.946867,788.876667,-1143.838867,-10218.918533
85.25,456.946867,666.876667,-1118.838867,-10227.918533
85.26,463.946867,529.876667,-1079.838867,-10254.918533
85.27,470.946867,388.876667,-1032.838867,-10301.918533
85.28,463.946867,250.876667,-976.838867,-10348.918533
85.29,453.946867,138.876667,-912.838867,-10382.918533
85.30,429.946867,36.876667,-858.838867,-10386.918533
85.31,397.946867,-48.123333,-803.838867,-10338.918533
85.32,349.946867,-122.123333,-729.838867,-10209.918533
85.33,309.946867,-199.123333,-668.838867,-9982.918533
85.34,268.946867,-283.123333,-586.838867,-9652.918533
85.35,217.946867,-346.123333,-494.838867,-9212.918533
85.36,147.946867,-414.123333,-383.838867,-8678.918533
85.37,76.946867,-463.123333,-248.838867,-8076.918533
85.38,-1.053133,-495.123333,-119.838867,-7430.918533
85.39,-92.053133,-531.123333,12.161133,-6756.918533
85.40,-171.053133,-562.123333,140.161133,-6085.918533
85.41,-249.053133,-608.123333,232.161133,-5441.918533
85.42,-318.053133,-674.123333,315.161133,-4838.918533
85.43,-384.053133,-749.123333,374.161133,-4276.918533
85.44,-437.053133,-824.123333,407.161133,-3765.918533
85.45,-479.053133,-888.123333,418.161133,-3302.918533
85.46,-519.053133,-940.123333,406.161133,-2875.918533
85.47,-553.053133,-976.123333,386.161133,-2476.918533
85.48,-583.053133,-984.123333,358.161133,-2117.918533
85.49,-596.053133,-987.123333,293.161133,-1801.918533
85.50,-616.053133,-998.123333,228.161133,-1516.918533
85.51,-620.053133,-1009.123333,159.161133,-1261.918533
85.52,-615.053133,-1052.123333,70.161133,-1046.918533
85.53,-608.053133,-1123.123333,-22.838867,-858.918533
85.54,-590.053133,-1213.123333,-116.838867,-679.918533
85.55,-568.053133,-1322.123333,-205.838867,-502.918533
85.56,-544.053133,-1433.123333,-306.838867,-316.918533
85.57,-516.053133,-1539.123333,-416.838867,-117.918533
85.58,-489.053133,-1646.123333,-542.838867,89.081467
85.59,-465.053133,-1752.123333,-666.838867,305.081467
85.60,-427.053133,-1858.123333,-800.838867,520.081467
85.61,-386.053133,-1954.123333,-956.838867,734.081467
85.62,-338.053133,-2037.123333,-1106.838867,958.081467
85.63,-299.053133,-2105.123333,-1252.838867,1196.081467
85.64,-254.053133,-2153.123333,-1399.838867,1451.081467
85.65,-216.053133,-2190.123333,-1529.838867,1750.081467
85.66,-182.053133,-2196.123333,-1634.838867,2093.081467
85.67,-149.053133,-2175.123333,-1712.838867,2493.081467
85.68,-122.053133,-2134.123333,-1753.838867,2942.081467
85.69,-105.053133,-2056.123333,-1773.838867,3432.081467
85.70,-82.053133,-1940.123333,-1755.838867,3946.081467
85.71,-67.053133,-1790.123333,-1706.838867,4472.081467
85.72,-48.053133,-1611.123333,-1640.838867,5006.081467
85.73,-30.053133,-1410.123333,-1571.838867,5559.081467
85.74,-17.053133,-1191.123333,-1501.838867,6134.081467
85.75,-4.053133,-956.123333,-1455.838867,6734.081467
85.76,15.946867,-722.123333,-1416.838867,7357.081467
85.77,27.946867,-483.123333,-1379.838867,7974.081467
85.78,58.946867,-251.123333,-1321.838867,8562.081467
85.79,82.946867,-26.123333,-1246.838867,9095.081467
85.80,103.946867,185.876667,-1165.838867,9560.081467
85.81,124.946867,377.876667,-1067.838867,9947.081467
85.82,143.946867,574.876667,-972.838867,10243.081467
85.83,148.946867,756.876667,-898.838867,10439.081467
85.84,169.946867,954.876667,-832.838867,10523.081467
85.85,181.946867,1141.876667,-777.838867,10487.081467
85.86,199.946867,1326.876667,-714.838867,10325.081467
85.87,226.946867,1505.876667,-654.838867,10044.081467
85.88,244.946867,1662.876667,-585.838867,9637.081467
85.89,278.946867,1811.876667,-538.838867,9113.081467
85.90,301.946867,1929.876667,-505.838867,8482.081467
85.91,321.946867,2034.876667,-488.838867,7769.081467
85.92,340.946867,2124.876667,-505.838867,6989.081467
85.93,373.946867,2196.876667,-542.838867,6180.081467
85.94,409.946867,2234.876667,-599.838867,5382.081467
85.95,433.946867,2223.876667,-637.838867,4645.081467
85.96,471.946867,2147.876667,-679.838867,4010.081467
85.97,514.946867,2012.876667,-704.838867,3509.081467
85.98,556.946867,1809.876667,-703.838867,3151.081467
85.99,585.946867,1566.876667,-708.838867,2926.081467
86.00,622.946867,1286.876667,-698.838867,2808.081467
86.01,651.946867,1011.876667,-710.838867,2769.081467
86.02,677.946867,721.876667,-735.838867,2789.081467
86.03,705.946867,453.876667,-800.838867,2854.081467
86.04,730.946867,194.876667,-883.838867,2957.081467
86.05,750.946867,-58.123333,-995.838867,3078.081467
86.06,764.946867,-285.123333,-1098.838867,3224.081467
86.07,770.946867,-511.123333,-1206.838867,3382.081467
86.08,766.946867,-718.123333,-1297.838867,3542.081467
86.09,767.946867,-923.123333,-1375.838867,3706.081467
86.10,752.946867,-1113.123333,-1429.838867,3878.081467
86.11,744.946867,-1298.123333,-1449.838867,4054.081467
86.12,733.946867,-1447.123333,-1438.838867,4236.081467
86.13,721.946867,-1557.123333,-1408.838867,4426.081467
86.14,698.946867,-1640.123333,-1319.838867,4622.081467
86.15,678.946867,-1673.123333,-1209.838867,4818.081467
86.16,642.946867,-1677.123333,-1052.838867,5009.081467
86.17,605.946867,-1640.123333,-863.838867,5195.081467
86.18,554.946867,-1585.123333,-652.838867,5353.081467
86.19,514.946867,-1521.123333,-440.838867,5485.081467
86.20,458.946867,-1442.123333,-239.838867,5575.081467
86.21,404.946867,-1371.123333,-43.838867,5606.081467
86.22,355.946867,-1284.123333,130.161133,5569.081467
86.23,309.946867,-1208.123333,304.161133,5471.081467
86.24,261.946867,-1133.123333,467.161133,5321.081467
86.25,210.946867,-1079.123333,598.161133,5146.081467
86.26,149.946867,-1022.123333,724.161133,4952.081467
86.27,87.946867,-981.123333,820.161133,4742.081467
86.28,25.946867,-939.123333,863.161133,4517.081467
86.29,-43.053133,-891.123333,859.161133,4293.081467
86.30,-108.053133,-835.123333,825.161133,4078.081467
86.31,-174.053133,-762.123333,758.161133,3888.081467
86.32,-233.053133,-665.123333,683.161133,3737.081467
86.33,-305.053133,-556.123333,591.161133,3620.081467
86.34,-372.053133,-431.123333,509.161133,3544.081467
86.35,-439.053133,-282.123333,417.161133,3498.081467
86.36,-505.053133,-124.123333,320.161133,3472.081467
86.37,-570.053133,42.876667,225.161133,3458.081467
86.38,-635.053133,215.876667,147.161133,3443.081467
86.39,-693.053133,362.876667,52.161133,3408.081467
86.40,-738.053133,479.876667,-47.838867,3357.081467
86.41,-783.053133,566.876667,-151.838867,3295.081467
86.42,-814.053133,621.876667,-263.838867,3218.081467
86.43,-842.053133,651.876667,-359.838867,3138.081467
86.44,-868.053133,659.876667,-474.838867,3067.081467
86.45,-883.053133,658.876667,-595.838867,3014.081467
86.46,-885.053133,664.876667,-713.838867,2965.081467
86.47,-878.053133,674.876667,-820.838867,2923.081467
86.48,-866.053133,668.876667,-927.838867,2876.081467
86.49,-846.053133,671.876667,-1020.838867,2829.081467
86.50,-825.053133,666.876667,-1090.838867,2765.081467
86.51,-793.053133,655.876667,-1156.838867,2685.081467
86.52,-764.053133,621.876667,-1218.838867,2596.081467
86.53,-724.053133,579.876667,-1293.838867,2515.081467
86.54,-683.053133,509.876667,-1380.838867,2445.081467
86.55,-622.053133,418.876667,-1479.838867,2390.081467
86.56,-565.053133,306.876667,-1556.838867,2358.081467
86.57,-500.053133,188.876667,-1603.838867,2341.081467
86.58,-443.053133,58.876667,-1624.838867,2330.081467
86.59,-383.053133,-73.123333,-1624.838867,2317.081467
86.60,-331.053133,-209.123333,-1590.838867,2304.081467
86.61,-270.053133,-336.123333,-1557.838867,2278.081467
86.62,-214.053133,-465.123333,-1524.838867,2224.081467
86.63,-156.053133,-588.123333,-1478.838867,2136.081467
86.64,-97.053133,-710.123333,-1423.838867,1994.081467
86.65,-41.053133,-802.123333,-1337.838867,1791.081467
86.66,17.946867,-879.123333,-1263.838867,1525.081467
86.67,66.946867,-939.123333,-1174.838867,1216.081467
86.68,116.946867,-961.123333,-1088.838867,881.081467
86.69,157.946867,-966.123333,-1017.838867,536.081467
86.70,200.946867,-958.123333,-933.838867,200.081467
86.71,234.946867,-955.123333,-853.838867,-122.918533
86.72,267.946867,-941.123333,-765.838867,-424.918533
86.73,293.946867,-936.123333,-644.838867,-720.918533
86.74,313.946867,-938.123333,-522.838867,-1048.918533
86.75,326.946867,-924.123333,-399.838867,-1425.918533
86.76,337.946867,-908.123333,-254.838867,-1880.918533
86.77,345.946867,-858.123333,-125.838867,-2431.918533
86.78,343.946867,-804.123333,5.161133,-3068.918533
86.79,338.946867,-706.123333,134.161133,-3778.918533
86.80,329.946867,-608.123333,237.161133,-4544.918533
86.81,326.946867,-495.123333,329.161133,-5349.918533
86.82,313.946867,-375.123333,421.161133,-6175.918533
86.83,302.946867,-260.123333,505.161133,-6992.918533
86.84,292.946867,-149.123333,598.161133,-7784.918533
86.85,271.946867,-37.123333,699.161133,-8546.918533
86.86,246.946867,59.876667,813.161133,-9249.918533
86.87,212.946867,154.876667,918.161133,-9886.918533
86.88,181.946867,240.876667,1018.161133,-10445.918533
86.89,142.946867,322.876667,1112.161133,-10929.918533
86.90,100.946867,389.876667,1178.161133,-11344.918533
86.91,56.946867,452.876667,1217.161133,-11689.918533
86.92,10.946867,504.876667,1198.161133,-11958.918533
86.93,-41.053133,550.876667,1156.161133,-12150.918533
86.94,-83.053133,592.876667,1038.161133,-12275.918533
86.95,-132.053133,634.876667,901.161133,-12345.918533
86.96,-174.053133,684.876667,743.161133,-12361.918533
86.97,-207.053133,737.876667,581.161133,-12339.918533
86.98,-236.053133,789.876667,422.161133,-12275.918533
86.99,-266.053133,831.876667,283.161133,-12169.918533
87.00,-297.053133,855.876667,148.161133,-12006.918533
87.01,-327.053133,862.876667,20.161133,-11779.918533
87.02,-345.053133,855.876667,-131.838867,-11467.918533
87.03,-359.053133,823.876667,-295.838867,-11078.918533
87.04,-365.053133,807.876667,-475.838867,-10626.918533
87.05,-349.053133,791.876667,-661.838867,-10133.918533
87.06,-327.053133,785.876667,-835.838867,-9620.918533
87.07,-293.053133,785.876667,-1000.838867,-9096.918533
87.08,-249.053133,790.876667,-1151.838867,-8569.918533
87.09,-204.053133,783.876667,-1283.838867,-8065.918533
87.10,-152.053133,769.876667,-1396.838867,-7607.918533
87.11,-92.053133,727.876667,-1470.838867,-7211.918533
87.12,-27.053133,673.876667,-1550.838867,-6877.918533
87.13,50.946867,603.876667,-1594.838867,-6599.918533
87.14,136.946867,511.876667,-1598.838867,-6344.918533
87.15,220.946867,426.876667,-1574.838867,-6095.918533
