time_s,Z,N,E,H
21.84,-0.056,0.3734,-0.2066,0.0384
21.86,0.0092,0.1338,-0.0786,0.1801
21.88,-0.1369,-0.1397,0.0056,0.2697
21.9,-0.1127,0.1625,-0.2518,0.2429
21.92,0.0352,-0.078,0.1062,0.224
21.94,-0.1075,-0.0649,-0.0078,-0.0609
21.96,-0.1309,0.1884,0.0591,-0.0345
21.98,-0.2302,0.0103,-0.0059,0.3577
22.0,-0.0159,0.0778,0.0611,-0.2348
22.02,0.1759,0.1736,0.1127,0.1258
22.04,-0.117,-0.2852,0.0221,-0.3459
22.06,0.0294,0.0588,-0.0519,0.05
22.08,0.1166,-0.0792,0.0198,-0.0736
22.1,0.137,-0.0147,-0.1364,0.3038
22.12,-0.0394,-0.2748,0.0328,0.1893
22.14,0.0272,-0.1763,-0.1607,-0.0362
22.16,0.2988,0.2017,0.0113,0.1615
22.18,0.1189,0.2117,-0.0919,-0.0836
22.2,-0.2626,0.0997,0.0706,0.1578
22.22,0.0774,0.0785,-0.0783,-0.2103
22.24,-0.085,-0.1807,0.0443,-0.1528
22.26,0.0342,-0.2411,0.2357,0.037
22.28,-0.2317,-0.0212,-0.2742,0.2034
22.3,-0.1311,-0.1906,-0.0855,0.0851
22.32,-0.0241,-0.1028,0.166,-0.0217
22.34,0.4266,0.0254,0.0498,-0.707
22.36,0.1128,-0.1297,-0.0472,0.1444
22.38,-0.1565,-0.0889,0.036,-0.0396
22.4,0.0027,0.0526,-0.0648,-0.2325
22.42,0.1806,-0.1873,0.1273,-0.0503
22.44,-0.1165,-0.088,0.1477,0.1874
22.46,-0.0564,-0.2525,-0.0139,-0.0428
22.48,0.0832,0.1035,0.0545,0.1022
22.5,0.1952,-0.1355,0.1888,-0.06
22.52,0.1437,-0.075,0.015,-0.0422
22.54,-0.1839,0.0372,-0.0223,-0.0045
22.56,-0.1608,-0.1072,0.0551,0.3322
22.58,0.2377,-0.0106,-0.0823,0.1446
22.6,0.0785,0.1785,-0.0511,0.446
22.62,0.2255,0.0532,0.0391,0.3564
22.64,0.0101,0.0517,0.1113,0.0946
22.66,0.1931,0.0486,-0.106,0.1746
22.68,-0.4596,0.0437,0.2347,0.0052
22.7,0.0476,0.0424,-0.0463,-0.2081
22.72,-0.1316,-0.2588,-0.1543,-0.0806
22.74,-0.231,-0.0979,0.0008,-0.0057
22.76,0.1339,0.1013,-0.3735,-0.2838
22.78,-0.3006,0.0439,-0.0041,0.038
22.8,-0.0298,-0.147,-0.0395,-0.016
22.82,0.1955,0.0917,-0.0413,0.0493
22.84,0.3126,-0.0141,-0.0845,0.0426
22.86,-0.1631,-0.0812,-0.1083,-0.0556
22.88,-0.0136,0.0439,-0.1296,-0.0571
22.9,0.0419,0.0606,0.0372,-0.0855
22.92,-0.2338,-0.0751,-0.0175,-0.1058
22.94,0.1728,0.0461,0.1377,-0.0889
22.96,0.0958,-0.0614,0.0499,0.1329
22.98,0.2689,-0.0515,-0.1615,0.1404
23.0,-0.1055,-0.0738,0.0285,-0.1434
23.02,-0.0901,-0.0025,0.1489,-0.0456
23.04,-0.0023,-0.1509,-0.2222,0.1214
23.06,0.0872,-0.2259,0.1377,-0.3746
23.08,-0.0981,0.1215,-0.2679,-0.0333
23.1,0.1048,0.0018,-0.1364,-0.108
23.12,-0.0903,0.1936,-0.0942,-0.0849
23.14,-0.3062,0.0302,-0.2961,-0.1316
23.16,0.1806,-0.1482,-0.0691,-0.0352
23.18,-0.2347,0.0829,-0.3006,-0.1502
23.2,0.1703,-0.0009,0.0793,0.0396
23.22,-0.1481,-0.0622,-0.0475,0.0684
23.24,-0.0365,0.1139,-0.1704,0.0411
23.26,0.2391,0.092,0.3696,-0.1855
23.28,-0.2729,0.127,0.2254,0.0131
23.3,-0.2108,0.0603,-0.2033,0.0545
23.32,0.1473,0.1608,-0.0991,-0.0297
23.34,0.1392,0.0847,0.0136,0.0052
23.36,0.109,0.139,0.0422,0.0145
23.38,-0.164,0.1066,-0.1755,0.2393
23.4,-0.1553,0.0196,-0.1308,0.3868
23.42,-0.0693,-0.0793,-0.0435,-0.1011
23.44,-0.1951,0.2909,0.1243,-0.2736
23.46,-0.0713,-0.1165,0.0509,0.2156
23.48,-0.0039,-0.2389,-0.037,-0.3008
23.5,0.0279,-0.157,-0.0579,-0.1912
23.52,-0.0068,-0.0045,-0.0337,-0.2505
23.54,-0.3247,-0.0114,-0.1464,0.0151
23.56,-0.0455,-0.1079,-0.0993,-0.3522
23.58,0.0167,-0.1636,-0.0574,-0.2886
23.6,0.01,-0.1309,0.1206,-0.0211
23.62,-0.1978,-0.1719,0.1301,0.1644
23.64,0.0197,0.0734,0.1185,-0.0208
23.66,0.0606,-0.1826,0.0501,-0.0468
23.68,0.1681,0.0259,-0.2077,-0.0015
23.7,0.073,-0.0424,0.0817,-0.1723
23.72,0.0429,0.0501,-0.2,0.3473
23.74,-0.2173,0.0278,-0.1119,-0.1808
23.76,-0.1369,0.0635,-0.1222,-0.1887
23.78,-0.0057,-0.0565,0.0152,-0.0096
23.8,0.1163,-0.0024,0.0886,-0.172
23.82,-0.0385,0.0814,0.0965,-0.3906
23.84,-0.2076,-0.0644,-0.0581,0.0492
23.86,-0.0201,0.2065,0.0663,-0.1062
23.88,0.0375,0.0975,-0.0838,0.0752
23.9,-0.138,0.0267,-0.0829,-0.5081
23.92,0.0474,-0.0771,0.0523,-0.0465
23.94,-0.0726,0.1653,0.0982,0.0274
23.96,0.201,0.1633,0.077,0.0515
23.98,-0.0688,-0.0061,0.1671,-0.0768
24.0,-0.0413,-0.2046,-0.2138,-0.1294
24.02,0.2646,-0.2864,-0.0537,-0.1123
24.04,0.0442,0.0057,-0.1626,-0.0137
24.06,0.1324,0.2589,-0.1175,-0.2178
24.08,0.1402,0.1469,0.0333,0.2927
24.1,0.1132,0.3,-0.1222,0.3611
24.12,0.2623,0.0962,0.0166,-0.1361
24.14,0.1587,0.1043,0.1111,-0.0121
24.16,-0.0049,-0.0681,-0.037,-0.1627
24.18,-0.0046,-0.1224,0.1261,-0.2985
24.2,-0.1713,0.0726,0.0351,0.0532
24.22,-0.088,-0.1367,-0.0341,0.1172
24.24,-0.2696,-0.0288,0.0305,0.1356
24.26,-0.0464,0.1099,-0.0083,0.0451
24.28,0.1075,0.1396,-0.0483,-0.2439
24.3,0.0416,-0.1405,0.1139,0.1916
24.32,-0.1637,0.0456,0.0809,-0.003
24.34,0.0121,-0.2162,0.0205,-0.1197
24.36,-0.1055,-0.269,-0.1455,0.0036
24.38,0.1157,-0.1219,-0.2347,-0.0776
24.4,0.2096,-0.1136,0.061,-0.1841
24.42,-0.3873,0.0306,0.1283,-0.2377
24.44,0.114,0.0926,-0.047,0.1826
24.46,0.0136,0.0412,-0.0431,-0.3222
24.48,0.0511,0.0771,-0.0874,0.0865
24.5,0.0125,0.0585,-0.0871,0.1131
24.52,-0.2664,0.0149,0.0314,0.1224
24.54,-0.0549,0.0254,0.0339,-0.2414
24.56,-0.1054,-0.0094,0.1523,-0.2461
24.58,0.1772,-0.1438,0.1317,-0.0355
24.6,-0.2791,0.1067,0.0734,0.0598
24.62,0.0141,-0.0509,-0.1507,0.1258
24.64,0.114,-0.0751,0.1281,-0.2055
24.66,-0.0776,-0.0946,0.0176,0.0854
24.68,-0.3267,0.0256,0.0961,0.0416
24.7,0.3022,0.0988,-0.0645,-0.135
24.72,-0.1499,-0.1962,-0.0493,-0.3404
24.74,0.3095,-0.0044,0.3248,-0.1319
24.76,-0.0877,0.1216,0.1289,0.3067
24.78,-0.0556,0.0136,-0.0477,-0.1226
24.8,0.0044,0.0623,0.0376,-0.1699
24.82,-0.1313,0.0452,-0.0513,-0.1445
24.84,-0.0845,-0.0408,-0.1105,0.1013
24.86,0.3222,0.0647,-0.0787,0.3678
24.88,0.1785,0.0935,0.1642,0.244
24.9,0.0904,0.0192,-0.2287,-0.1432
24.92,-0.082,-0.0795,0.0638,0.2407
24.94,-0.067,-0.0826,0.1287,0.033
24.96,0.024,-0.1449,-0.2301,-0.0266
24.98,0.1034,0.0912,0.0262,-0.0004
25.0,0.1626,-0.2219,-0.1302,0.0415
25.02,-0.0892,-0.1078,0.1577,-0.0556
25.04,-0.1154,-0.0922,0.0424,-0.0145
25.06,0.1803,-0.0174,0.0054,-0.275
25.08,0.156,0.0004,0.0409,0.2084
25.1,-0.1247,-0.0329,0.1418,-0.168
25.12,0.0823,0.1028,-0.0051,0.2711
25.14,-0.0692,-0.123,-0.0764,-0.1495
25.16,-0.0245,0.0842,-0.0127,0.138
25.18,-0.0922,0.2232,0.009,0.1689
25.2,-0.1827,-0.0784,0.1343,-0.0244
25.22,0.0913,0.0756,0.0038,0.0324
25.24,0.0553,-0.2694,0.0191,-0.1057
25.26,-0.0516,0.0083,0.1219,0.0869
25.28,-0.0293,-0.0006,0.1072,-0.0285
25.3,-0.2249,0.0197,0.1089,0.1521
25.32,-0.3133,0.0141,0.1263,-0.2245
25.34,-0.2115,-0.1152,-0.0737,0.0583
25.36,0.0708,-0.0774,-0.0034,-0.2123
25.38,0.1744,-0.0147,0.0717,-0.1502
25.4,0.136,-0.1455,0.108,-0.1173
25.42,-0.0227,0.1382,0.0526,0.0445
25.44,0.0809,-0.2041,0.0028,0.2048
25.46,0.2118,-0.2801,-0.0258,0.0664
25.48,0.0156,-0.0065,-0.2908,-0.1092
25.5,0.2004,-0.1858,0.1852,-0.0838
25.52,0.0919,0.0606,0.0878,0.4702
25.54,0.018,-0.0433,-0.0488,0.0462
25.56,-0.1252,-0.1368,-0.1814,-0.0664
25.58,0.0009,0.194,-0.0242,0.2145
25.6,0.0567,-0.0815,0.0468,0.0375
25.62,-0.3274,-0.0869,-0.1394,0.0834
25.64,-0.0309,0.1567,0.0121,0.0437
25.66,0.0251,-0.0122,0.1379,0.021
25.68,0.0838,0.0362,-0.0394,-0.1773
25.7,0.0134,0.0962,0.1408,0.0676
25.72,-0.0199,0.2034,0.0915,0.3201
25.74,-0.2868,0.0484,-0.0912,0.0322
25.76,0.2396,0.1804,0.1604,-0.2337
25.78,0.0946,0.0907,0.0185,-0.2123
25.8,-0.3028,0.2141,-0.1268,-0.2506
25.82,-0.175,-0.0574,0.0426,-0.08
25.84,0.1554,-0.0023,0.0851,-0.0492
25.86,0.0796,0.0035,0.0706,0.1215
25.88,-0.0974,-0.1794,-0.0354,-0.2666
25.9,0.1008,-0.0982,-0.1456,0.069
25.92,0.0513,-0.0222,0.2196,0.0057
25.94,0.2415,0.1402,0.0327,0.1845
25.96,-0.3535,0.1137,0.0193,-0.1248
25.98,-0.159,0.0491,0.1509,-0.3252
26.0,0.0384,0.0054,0.0649,-0.2282
26.02,0.1837,0.041,0.0983,-0.248
26.04,0.0111,-0.1967,-0.0293,0.1684
26.06,-0.0001,0.233,-0.0062,0.0693
26.08,0.1744,0.0241,0.0487,-0.2704
26.1,0.012,-0.1478,-0.0897,-0.0005
26.12,-0.0691,-0.0391,0.0536,-0.2417
26.14,0.2394,0.0968,0.0014,-0.0845
26.16,-0.0396,0.0664,-0.1524,-0.2533
26.18,-0.2294,0.1664,-0.1566,-0.1641
26.2,0.0709,0.3169,-0.0735,-0.0985
26.22,0.0039,0.0087,-0.0062,-0.4422
26.24,0.0248,-0.1079,-0.1056,-0.0694
26.26,0.0562,-0.1173,0.1338,-0.1788
26.28,0.1609,-0.0086,0.1367,0.033
26.3,-0.1863,0.0649,-0.2206,0.1653
26.32,0.0481,-0.0021,-0.3005,-0.1125
26.34,0.1114,0.1516,0.1288,-0.0926
26.36,-0.1189,0.304,-0.0565,-0.1779
26.38,-0.029,0.0025,0.0612,-0.1022
26.4,0.0736,0.0739,-0.079,0.0575
26.42,-0.0178,0.1601,0.102,0.1442
26.44,-0.0156,-0.0612,-0.1633,0.0565
26.46,-0.1646,-0.0849,0.0766,-0.4717
26.48,0.1486,0.1555,-0.0303,0.197
26.5,-0.0188,0.1713,-0.0056,0.0449
26.52,0.2611,-0.0049,-0.1253,-0.0431
26.54,-0.0878,-0.1435,-0.0069,-0.0867
26.56,0.2381,-0.0396,0.1154,-0.0476
26.58,-0.1089,0.1034,0.1205,-0.0498
26.6,-0.2306,0.0788,0.1054,-0.1188
26.62,0.1467,0.2564,0.0436,-0.0663
26.64,0.0416,0.1122,0.0043,-0.051
26.66,-0.0804,0.0681,0.0662,0.2604
26.68,-0.0418,-0.1386,0.043,0.092
26.7,0.2271,0.1115,0.0254,0.0868
26.72,0.2699,-0.1804,0.0887,0.2924
26.74,-0.1157,0.0749,0.0654,-0.2374
26.76,-0.1561,0.0798,0.0905,-0.3165
26.78,0.1224,0.0911,0.1353,-0.04
26.8,-0.1258,-0.3032,-0.0963,0.0137
26.82,-0.0844,-0.1854,-0.0378,0.1855
26.84,0.1948,-0.0934,0.0526,-0.1949
26.86,-0.1437,0.1087,-0.1658,-0.0587
26.88,0.0713,-0.0136,-0.036,0.1864
26.9,-0.0217,0.0918,-0.0605,0.024
26.92,0.0597,-0.2344,0.1398,-0.1448
26.94,0.0725,-0.0802,-0.011,-0.2639
26.96,0.081,0.1652,0.1069,-0.1638
26.98,0.1693,-0.0109,-0.0603,-0.0904
27.0,-0.068,-0.0293,-0.0662,0.1699
27.02,0.141,0.0504,-0.023,-0.0947
27.04,0.1326,0.1475,-0.0144,0.1266
27.06,0.0849,-0.1387,-0.1867,0.3312
27.08,0.0713,0.2266,0.0885,-0.0702
27.1,-0.1037,0.0872,-0.1565,0.2221
27.12,-0.0395,-0.0393,0.0494,0.1957
27.14,-0.1237,-0.0731,-0.0084,0.3307
27.16,-0.0068,-0.1737,0.2352,-0.1129
27.18,0.0798,-0.0764,-0.0143,-0.1861
27.2,0.1377,0.1823,0.0998,0.0175
27.22,0.346,0.0456,-0.0738,-0.2449
27.24,0.1149,0.0643,0.0749,0.2917
27.26,0.0292,0.4336,0.0025,-0.0144
27.28,0.1882,0.1068,0.0082,0.2113
27.3,0.2242,0.0195,0.0108,0.0007
27.32,-0.2437,-0.1651,-0.0883,-0.345
27.34,-0.0588,0.0087,0.0261,-0.0412
27.36,0.4094,-0.033,0.1781,0.0493
27.38,0.0477,-0.0443,0.0178,0.3111
27.4,-0.1712,-0.182,-0.0706,0.0846
27.42,0.1004,0.0895,0.0087,0.1142
27.44,-0.0126,-0.1033,-0.0832,-0.0058
27.46,0.0156,0.1837,-0.0314,-0.0711
27.48,-0.1078,-0.0873,-0.0329,-0.2903
27.5,0.3135,-0.08,-0.0326,-0.1946
27.52,0.089,-0.0785,0.1573,-0.1011
27.54,-0.0826,-0.074,0.0449,0.3189
27.56,-0.1258,0.1268,0.1309,0.0965
27.58,-0.2349,0.1195,-0.0502,-0.0903
27.6,0.1249,-0.151,0.0308,0.1074
27.62,0.1014,0.0303,0.0475,0.1428
27.64,-0.1288,0.1366,0.1163,-0.0967
27.66,-0.0353,0.14,0.1501,0.0763
27.68,0.0375,-0.0835,-0.0538,-0.2636
27.7,0.1671,0.1181,0.1894,-0.2072
27.72,0.0844,-0.0102,-0.0088,0.045
27.74,-0.1823,0.0889,-0.1807,0.0319
27.76,-0.1152,0.137,0.0603,-0.0818
27.78,0.0391,-0.0744,-0.1275,0.022
27.8,-0.1099,-0.0752,0.0909,0.0715
27.82,0.0364,-0.0228,0.3423,-0.0356
27.84,-0.1667,0.0526,0.0002,-0.1367
27.86,-0.035,0.2642,-0.1081,-0.2631
27.88,-0.0942,-0.0614,-0.0785,-0.0134
27.9,-0.1356,-0.0453,0.1782,0.0696
27.92,-0.2771,-0.077,-0.0684,-0.1921
27.94,0.0992,0.0123,0.0278,0.087
27.96,0.0692,-0.0444,0.1902,0.12
27.98,0.0445,-0.0086,0.0981,0.1642
28.0,-0.0051,-0.1418,0.2267,-0.0776
28.02,0.087,-0.1003,0.1283,0.1556
28.04,0.049,0.1405,0.0076,0.6105
28.06,-0.0872,-0.086,0.0389,0.0805
28.08,0.1012,-0.1202,-0.2017,-0.0681
28.1,0.1616,-0.0532,0.0388,0.1267
28.12,-0.0005,-0.1275,0.2034,-0.3096
28.14,-0.15,-0.0116,0.1043,-0.216
28.16,-0.0144,-0.0286,0.1457,-0.0699
28.18,0.0977,0.1115,-0.182,0.1535
28.2,-0.0534,-0.0452,-0.1434,-0.1501
28.22,0.4703,-0.0922,0.1944,0.0006
28.24,-0.2159,-0.0284,-0.0944,0.1572
28.26,0.0873,-0.0369,-0.0853,-0.1104
28.28,-0.0123,0.0725,0.1558,0.1255
28.3,0.0654,0.1115,-0.0506,0.1109
28.32,-0.1822,-0.0233,0.1243,-0.364
28.34,-0.0539,0.2038,-0.168,-0.1242
28.36,-0.0713,0.0457,-0.1058,0.0246
28.38,-0.209,-0.098,0.0058,0.1362
28.4,0.037,0.0712,-0.0292,-0.0272
28.42,0.0487,-0.0115,-0.0225,-0.3338
28.44,-0.1237,-0.1748,0.0594,-0.1269
28.46,-0.059,-0.0951,-0.0119,-0.1498
28.48,0.1746,0.0642,-0.0147,-0.345
28.5,-0.245,-0.0753,0.0705,-0.0595
28.52,-0.1003,0.0518,0.0068,-0.0764
28.54,0.105,-0.0511,-0.2374,0.153
28.56,0.1572,-0.1285,-0.1331,-0.0867
28.58,0.0579,-0.1821,-0.0744,0.0682
28.6,-0.0781,-0.1176,-0.1376,-0.0014
28.62,0.1882,-0.2562,0.1222,-0.36
28.64,-0.0138,-0.1413,0.1756,-0.1839
28.66,0.1129,0.146,-0.1503,0.2322
28.68,-0.0748,-0.0584,0.144,-0.1162
28.7,-0.0244,-0.1401,-0.3581,0.1547
28.72,0.0132,-0.1047,0.0695,-0.0424
28.74,-0.0682,0.0968,-0.1154,-0.0492
28.76,0.0011,-0.1686,-0.142,-0.2748
28.78,-0.1507,-0.08,-0.1327,0.1175
28.8,0.0017,0.2017,0.0521,-0.0612
28.82,-0.0698,0.209,-0.0309,0.1132
28.84,-0.0883,-0.0487,0.0688,0.089
28.86,-0.1734,-0.1724,0.0147,0.2358
28.88,-0.031,0.0069,0.1446,-0.1663
28.9,-0.2769,-0.0782,0.0829,0.3059
28.92,0.0743,0.1446,0.1047,0.1076
28.94,-0.016,-0.0052,0.1745,0.0578
28.96,-0.0207,0.0529,0.1632,-0.2769
28.98,0.053,0.0883,0.0805,-0.1586
29.0,-0.0315,-0.0358,0.3318,-0.0408
29.02,-0.0989,0.1406,0.0323,0.2133
29.04,0.0123,0.0365,-0.1078,-0.2857
29.06,-0.0636,0.0892,-0.0316,-0.1104
29.08,-0.0105,0.014,-0.1205,0.0181
29.1,0.0142,0.0133,-0.0032,-0.0761
29.12,-0.2754,-0.2161,-0.1243,0.0525
29.14,-0.2664,-0.0188,0.1719,0.072
29.16,0.1498,0.0012,-0.1329,0.324
29.18,-0.1275,-0.0295,0.0687,0.1208
29.2,-0.2151,0.1705,0.1764,0.1144
29.22,-0.0252,-0.184,0.0942,-0.2152
29.24,-0.0051,0.2476,0.1662,-0.2964
29.26,-0.0976,-0.0359,0.5002,0.0275
29.28,0.1194,-0.0756,-0.0043,-0.1147
29.3,0.0514,0.2191,0.0149,0.2962
29.32,0.0533,0.1635,0.0366,0.0234
29.34,-0.0723,-0.1375,-0.1153,-0.2684
29.36,-0.0995,-0.173,-0.1612,0.0539
29.38,0.2825,-0.0009,0.0998,-0.0474
29.4,-0.1027,0.1098,0.2102,-0.4056
29.42,0.0461,-0.0703,0.2521,0.1504
29.44,-0.1446,0.0185,0.4601,-0.0442
29.46,-0.1783,-0.0867,-0.1589,-0.1163
29.48,0.0081,-0.1421,0.1538,0.1079
29.5,-0.0242,-0.0844,0.0766,0.2034
29.52,0.0412,-0.0415,0.092,0.0585
29.54,-0.0795,-0.138,-0.2537,-0.0693
29.56,-0.3748,0.0644,-0.0192,-0.3877
29.58,-0.2006,0.1226,0.076,-0.1131
29.6,0.0291,-0.0605,0.0998,-0.1522
29.62,-0.0284,0.0038,-0.0726,-0.0593
29.64,0.1178,0.0496,0.1851,-0.1484
29.66,0.1398,-0.1558,-0.1504,-0.1218
29.68,0.1546,0.2456,0.0674,-0.2686
29.7,0.1622,-0.0947,0.1078,-0.1102
29.72,0.0674,-0.0574,0.0822,-0.0105
29.74,-0.0662,0.1212,0.1964,0.2292
29.76,0.2021,-0.0289,-0.1275,0.1371
29.78,-0.247,-0.0247,0.0774,-0.1977
29.8,-0.1887,-0.1191,0.0012,-0.2138
29.82,-0.0882,0.0813,-0.0524,0.1795
29.84,-0.0447,-0.0568,-0.0129,-0.4771
29.86,0.0975,0.1123,0.1772,0.1769
29.88,0.1003,0.081,-0.0262,0.0612
29.9,0.1027,0.0718,-0.0879,-0.019
29.92,0.0248,-0.0347,0.2074,-0.116
29.94,-0.2704,0.1101,-0.0319,-0.1733
29.96,-0.0934,-0.0615,0.2459,-0.319
29.98,-0.21,-0.0447,0.1068,0.1963
30.0,-0.0116,0.0761,0.1021,0.0966
30.02,0.1479,-0.058,0.1029,-0.4641
30.04,0.0792,-0.0914,-0.1267,-0.0374
30.06,0.1038,0.164,-0.0743,0.1634
30.08,0.0321,-0.0724,-0.0023,0.4019
30.1,0.221,0.2168,0.0082,0.0619
30.12,0.1456,-0.0846,0.0114,-0.0117
30.14,-0.0923,0.0379,0.1176,0.1631
30.16,0.0805,-0.0514,-0.0182,0.3699
30.18,0.1477,-0.0752,-0.1421,-0.136
30.2,-0.0449,0.1845,0.0885,0.4016
30.22,0.2821,0.0151,-0.0994,0.1722
30.24,0.1159,0.0271,-0.3635,-0.248
30.26,0.0583,0.1096,-0.2034,-0.2196
30.28,-0.0863,0.0236,-0.0636,0.1631
30.3,0.1144,-0.141,0.0774,0.0913
30.32,0.2231,-0.0688,-0.0518,-0.1633
30.34,-0.1884,0.0144,0.0923,-0.0607
30.36,-0.0614,-0.0073,0.1049,0.0106
30.38,0.0435,0.1298,-0.0796,0.0088
30.4,-0.1117,-0.1298,-0.0393,-0.1366
30.42,0.009,0.1417,-0.2632,0.1983
30.44,-0.0377,-0.0168,0.1032,0.1143
30.46,0.0283,-0.2451,-0.0489,0.2401
30.48,0.4858,-0.0605,0.0801,0.2594
30.5,0.0176,-0.0195,0.1692,-0.0093
30.52,-0.1054,-0.0024,0.0697,-0.0245
30.54,0.0041,0.0911,0.0364,0.1877
30.56,0.1792,-0.2943,-0.0354,-0.2101
30.58,-0.0636,0.0038,-0.1373,-0.0119
30.6,0.2667,0.0123,-0.1123,-0.3379
30.62,-0.0707,-0.1604,-0.128,0.0101
30.64,0.1065,-0.0531,-0.0544,-0.07
30.66,0.0853,0.014,0.249,-0.0478
30.68,-0.0454,0.0733,-0.0717,-0.0415
30.7,0.2066,0.0682,0.024,0.0596
30.72,0.0083,-0.0943,0.259,0.3515
30.74,0.1873,-0.1609,-0.0717,-0.2173
30.76,0.1049,-0.048,0.1479,-0.1585
30.78,0.0569,0.0082,-0.014,-0.0876
30.8,-0.1705,-0.0711,0.0489,-0.4453
30.82,0.0197,-0.0841,0.1135,-0.1594
30.84,-0.4015,-0.0847,0.2107,-0.0738
30.86,-0.0264,0.0612,0.0034,-0.0173
30.88,0.0209,-0.0405,-0.1371,-0.27
30.9,0.1884,0.1388,-0.1487,-0.0736
30.92,-0.1717,0.0186,-0.229,-0.0794
30.94,0.0472,-0.1844,-0.1041,-0.0232
30.96,0.1584,-0.0075,0.0092,-0.0372
30.98,-0.1166,-0.0196,-0.1563,-0.0737
31.0,-0.1982,0.1174,-0.0361,-0.1692
31.02,-0.1018,0.011,-0.1717,-0.0439
31.04,0.0807,0.1851,0.0948,-0.1171
31.06,-0.112,-0.0063,0.0846,0.374
31.08,0.183,0.1029,0.0632,-0.2557
31.1,0.067,0.0389,-0.0715,-0.0431
31.12,0.2864,0.0996,-0.0656,-0.0119
31.14,0.0214,-0.1316,0.1645,-0.118
31.16,-0.0265,0.0954,0.16,-0.0189
31.18,-0.0246,0.0295,0.0798,-0.5563
31.2,0.0867,0.0424,0.0991,-0.3427
31.22,0.1697,0.093,-0.0038,-0.0495
31.24,0.209,0.1687,-0.0313,0.2938
31.26,-0.034,-0.0886,-0.0445,0.2919
31.28,-0.2339,-0.1256,0.0935,-0.0518
31.3,-0.1189,0.1592,0.021,-0.0534
31.32,-0.4109,0.2472,0.0232,0.2126
31.34,-0.038,0.0426,-0.1657,-0.0869
31.36,-0.0459,-0.0031,0.226,0.0642
31.38,-0.0147,-0.1128,-0.0188,-0.1795
31.4,0.0295,0.0342,-0.2921,0.1884
31.42,-0.0795,-0.1207,0.0404,0.2678
31.44,0.2386,-0.1299,0.0867,0.2891
31.46,0.2066,-0.065,-0.1094,0.0522
31.48,-0.0731,-0.096,-0.0123,-0.1278
31.5,-0.0301,0.0027,0.0468,-0.022
31.52,0.1577,-0.0161,0.0334,0.0133
31.54,-0.4308,0.1917,-0.073,-0.2157
31.56,-0.1801,-0.1497,0.1669,-0.0951
31.58,0.3065,0.119,0.1193,-0.0193
31.6,0.273,0.0991,-0.1037,0.4411
31.62,0.1684,0.0276,-0.0171,0.0929
31.64,0.1133,0.0777,0.0389,0.0771
31.66,-0.0465,-0.0401,0.1298,0.004
31.68,0.1395,-0.2659,0.0862,0.0226
31.7,0.1613,-0.029,0.0681,-0.3766
31.72,-0.0413,-0.0376,0.0026,0.1691
31.74,-0.0861,0.1999,-0.0348,-0.209
31.76,0.0236,-0.0766,-0.0457,0.11
31.78,-0.0061,-0.031,-0.1678,-0.2307
31.8,0.1033,0.2764,0.1257,-0.0656
31.82,0.0531,-0.2207,0.0594,0.1322
31.84,-0.1182,0.0704,0.009,0.0607
31.86,0.0469,-0.0014,0.208,0.0698
31.88,-0.0961,0.0895,0.1298,-0.0325
31.9,-0.0279,-0.0677,0.0148,-0.5341
31.92,-0.0222,0.0271,0.0889,-0.1232
31.94,0.1172,-0.0536,-0.0484,0.0464
31.96,0.0804,-0.0397,0.1652,-0.0098
31.98,0.0536,-0.1718,-0.0565,0.2116
32.0,-0.0996,0.0157,0.0686,0.1413
32.02,-0.246,0.0765,0.0733,-0.154
32.04,-0.2319,0.0454,0.004,-0.0112
32.06,-0.0284,0.0114,0.2017,-0.0272
32.08,0.2684,-0.0718,0.0272,-0.0144
32.1,0.0013,0.0584,-0.4123,-0.0373
32.12,0.0848,0.003,0.0202,-0.4252
32.14,0.1765,-0.1362,0.0657,-0.3069
32.16,-0.131,-0.0876,0.1248,0.2495
32.18,0.1409,0.1135,0.0038,0.1068
32.2,-0.1225,-0.1773,0.0342,-0.0731
32.22,-0.0287,-0.0682,0.0719,-0.1758
32.24,0.0524,0.0864,0.047,-0.1376
32.26,0.0986,-0.0493,-0.0482,0.0528
32.28,-0.2268,-0.0047,-0.0156,-0.0491
32.3,0.1127,0.1255,-0.0569,-0.0673
32.32,-0.1452,-0.0362,0.1312,-0.0166
32.34,0.2445,0.0689,-0.1106,-0.0381
32.36,-0.1956,0.4273,-0.2365,0.3266
32.38,-0.1243,-0.1887,-0.1522,0.2825
32.4,0.1234,0.1022,-0.0194,-0.0844
32.42,-0.3065,-0.0438,-0.1246,-0.3063
32.44,-0.1207,-0.2578,0.0048,-0.1722
32.46,-0.2768,0.0846,0.0605,-0.1826
32.48,-0.2121,-0.1401,-0.0803,-0.0784
32.5,-0.2095,-0.0542,0.2429,0.3639
32.52,-0.1562,0.0448,0.0021,0.2542
32.54,0.101,-0.0479,-0.0334,0.1044
32.56,0.0644,0.0625,0.0432,-0.027
32.58,0.117,0.0587,0.1062,0.3914
32.6,-0.0372,-0.185,-0.3032,-0.2382
32.62,0.2765,-0.003,-0.1627,-0.2081
32.64,-0.1821,-0.031,0.1226,-0.2737
32.66,0.0611,0.066,0.219,0.0758
32.68,-0.1729,-0.1254,-0.0105,0.2077
32.7,-0.0821,-0.063,0.1528,-0.2583
32.72,0.2462,0.184,-0.0242,-0.2669
