sample_id,snr_db,gap_ratio,clipping_ratio,available_channels,missing_channels,status
XO.LA28..HH.2018.07.19.21.16.06,10.7,0.25,0.0003,Z|N|H,E,OK
XO.WD49..HH.2018.07.19.03.27.23,18.4,0.25,0.0001,Z|N|E,,OK
XO.LD41..HH.2018.07.19.09.30.03,11.2,0.25,0.0005,Z|N|E,,OK
XO.WD46..HH.2018.07.19.12.43.41,15.2,0.25,0.0001,Z|N|E,,OK
XO.LA39..HH.2018.07.19.12.43.50,10.5,0.0,0.0001,Z|N|E|H,,OK
XO.LT17..HH.2018.07.19.14.15.51,24.8,0.0,0.0004,Z|N|E|H,,OK
XO.LD44..HH.2018.07.19.14.15.56,38.5,0.25,0.0003,Z|N|E,,OK
XO.WD62..HH.2018.07.19.14.16.15,17.6,0.25,0.0001,Z|N|E,,OK
XO.WD64..HH.2018.07.19.14.16.20,23.4,0.25,0.0001,Z|N|E,,OK
XO.LA25..HH.2018.07.19.14.16.25,33.5,0.25,0.0062,Z|N|H,E,OK
XO.LT20..HH.2018.07.19.14.25.14,13.7,0.25,0.0002,Z|N|E,,OK
XO.LT18..HH.2018.07.19.14.25.08,18.8,0.25,0.0313,Z|N|H,E,OK
XO.LA28..HH.2018.07.19.14.45.01,13.4,0.25,0.0005,Z|N|H,E,OK
XO.LD36..HH.2018.07.19.14.45.43,17.2,0.25,0.003,Z|N|E,,OK
XO.WS75..HH.2018.07.19.15.24.20,13.1,0.25,0.0001,Z|N|E,,OK
XO.LT12..HH.2018.07.19.15.43.52,4.8,0.0,0.0029,Z|N|E|H,,OK
XO.LT17..HH.2018.07.19.16.46.04,1.8,0.0,0.0006,Z|N|E|H,,OK
XO.LD40..HH.2018.07.19.17.25.06,14.8,0.25,0.0005,Z|N|E,,OK
XO.LA39..HH.2018.07.20.10.42.20,9.0,0.0,0.0002,Z|N|E|H,,OK
XO.LT18..HH.2018.07.20.16.23.18,13.1,0.25,0.0001,Z|N|H,E,OK
XO.LT17..HH.2018.07.20.16.23.20,4.2,0.0,0.0007,Z|N|E|H,,OK
XO.LT20..HH.2018.07.20.16.23.14,16.6,0.25,0.0001,Z|N|E,,OK
XO.WD68..HH.2018.07.20.16.23.27,14.0,0.25,0.0001,Z|N|E,,OK
XO.LA29..HH.2018.07.20.16.23.42,14.2,0.0,0.0005,Z|N|E|H,,OK
XO.LT12..HH.2018.07.20.16.23.42,6.3,0.0,0.0021,Z|N|E|H,,OK
XO.WD62..HH.2018.07.20.18.01.13,12.5,0.25,0.0001,Z|N|E,,OK
XO.LT10..HH.2018.07.20.18.01.18,2.4,0.0,0.001,Z|N|E|H,,OK
XO.WD47..HH.2018.07.20.20.46.07,16.5,0.25,0.0001,Z|N|E,,OK
XO.LT07..HH.2018.07.20.06.33.44,5.3,0.0,0.0007,Z|N|E|H,,OK
XO.LT20..HH.2018.07.20.10.59.43,17.0,0.25,0.0009,Z|N|E,,OK
XO.LA39..HH.2018.07.20.16.07.41,6.8,0.0,0.0001,Z|N|E|H,,OK
XO.LD45..HH.2018.07.21.07.58.08,40.6,0.25,0.0003,Z|N|E,,OK
XO.WD67..HH.2018.07.21.07.58.28,25.7,0.25,0.0001,Z|N|E,,OK
XO.WD61..HH.2018.07.21.07.58.32,10.4,0.25,0.0001,Z|N|E,,OK
XO.WD63..HH.2018.07.21.07.58.32,24.3,0.25,0.0001,Z|N|E,,OK
XO.LT18..HH.2018.07.21.08.02.29,9.9,0.25,0.0001,Z|N|H,E,OK
XO.LD45..HH.2018.07.21.08.02.34,13.2,0.25,0.0005,Z|N|E,,OK
XO.LT13..HH.2018.07.21.08.02.47,2.1,0.0,0.0008,Z|N|E|H,,OK
XO.LT12..HH.2018.07.21.08.02.53,5.7,0.0,0.0059,Z|N|E|H,,OK
XO.LT18..HH.2018.07.21.08.14.41,14.1,0.25,0.0001,Z|N|H,E,OK
XO.LD44..HH.2018.07.21.08.14.48,18.1,0.25,0.0001,Z|N|E,,OK
XO.LA32..HH.2018.07.21.08.15.01,6.9,0.0,0.0007,Z|N|E|H,,OK
XO.WD67..HH.2018.07.21.08.15.06,12.2,0.25,0.0001,Z|N|E,,OK
XO.LT10..HH.2018.07.21.08.15.11,1.5,0.0,0.0004,Z|N|E|H,,OK
XO.LT17..HH.2018.07.21.08.28.08,2.4,0.0,0.0007,Z|N|E|H,,OK
XO.WD68..HH.2018.07.21.08.28.22,10.7,0.25,0.0003,Z|N|E,,OK
XO.LT18..HH.2018.07.21.10.05.24,13.3,0.25,0.0049,Z|N|H,E,OK
XO.LT20..HH.2018.07.21.10.05.27,14.8,0.25,0.0015,Z|N|E,,OK
XO.WD69..HH.2018.07.21.10.05.28,15.9,0.25,0.0002,Z|N|E,,OK
XO.WD65..HH.2018.07.21.10.05.43,11.3,0.25,0.0004,Z|N|E,,OK
XO.WD59..HH.2018.07.21.10.09.31,13.7,0.25,0.0001,Z|N|E,,OK
XO.LD45..HH.2018.07.21.11.48.06,13.0,0.25,0.0001,Z|N|E,,OK
XO.LT13..HH.2018.07.21.11.48.19,-0.3,0.0,0.0003,Z|N|E|H,,OK
XO.LT16..HH.2018.07.21.11.48.22,22.8,0.0,0.0011,Z|N|E|H,,OK
XO.LT01..HH.2018.07.21.06.55.54,10.1,0.0,0.0023,Z|N|E|H,,OK
XO.LD40..HH.2018.07.21.07.49.29,9.7,0.25,0.0002,Z|N|E,,OK
XO.LT20..HH.2018.07.21.08.21.14,18.2,0.25,0.0091,Z|N|E,,OK
XO.LT18..HH.2018.07.21.09.52.12,12.0,0.25,0.0011,Z|N|H,E,OK
XO.LD44..HH.2018.07.21.09.52.29,12.7,0.25,0.0001,Z|N|E,,OK
XO.LA34..HH.2018.07.21.09.52.42,5.4,0.0,0.0004,Z|N|E|H,,OK
XO.LT04..HH.2018.07.21.16.10.26,3.5,0.0,0.0007,Z|N|E|H,,OK
XO.WD49..HH.2018.07.21.22.57.32,11.9,0.25,0.0001,Z|N|E,,OK
XO.LT01..HH.2018.07.21.22.57.52,11.5,0.0,0.0026,Z|N|E|H,,OK
XO.WS75..HH.2018.07.22.00.28.35,11.6,0.25,0.0005,Z|N|E,,OK
XO.LT17..HH.2018.07.22.00.27.59,5.2,0.0,0.0007,Z|N|E|H,,OK
XO.LT12..HH.2018.07.22.00.27.48,5.7,0.0,0.0033,Z|N|E|H,,OK
XO.WD62..HH.2018.07.22.00.28.09,12.2,0.25,0.0001,Z|N|E,,OK
XO.WD58..HH.2018.07.22.00.28.10,14.7,0.25,0.0001,Z|N|E,,OK
XO.LT04..HH.2018.07.22.16.21.10,6.1,0.0,0.0004,Z|N|E|H,,OK
XO.WS75..HH.2018.07.22.16.21.18,11.6,0.25,0.0003,Z|N|E,,OK
XO.LD41..HH.2018.07.22.16.21.19,13.6,0.25,0.0001,Z|N|E,,OK
XO.LT20..HH.2018.07.22.16.21.20,17.7,0.25,0.0019,Z|N|E,,OK
XO.LT20..HH.2018.07.22.17.12.47,18.4,0.25,0.0001,Z|N|E,,OK
XO.WD68..HH.2018.07.22.17.12.59,20.1,0.25,0.0001,Z|N|E,,OK
XO.LA30..HH.2018.07.22.17.13.08,13.8,0.0,0.0017,Z|N|E|H,,OK
XO.LD36..HH.2018.07.22.17.13.23,10.5,0.25,0.0003,Z|N|E,,OK
XO.LT12..HH.2018.07.23.11.32.01,6.1,0.0,0.0037,Z|N|E|H,,OK
XO.WD61..HH.2018.07.23.11.32.03,12.9,0.25,0.0007,Z|N|E,,OK
XO.LA21..HH.2018.07.23.11.32.04,6.9,0.25,0.0001,Z|N|H,E,OK
XO.LT18..HH.2018.07.23.14.43.47,11.0,0.25,0.0026,Z|N|H,E,OK
XO.LT20..HH.2018.07.23.14.47.03,18.6,0.25,0.0045,Z|N|E,,OK
XO.LT15..HH.2018.07.24.04.12.07,17.1,0.0,0.0001,Z|N|E|H,,OK
XO.LT17..HH.2018.07.24.04.12.25,4.8,0.0,0.0004,Z|N|E|H,,OK
XO.WS75..HH.2018.07.24.04.12.27,18.8,0.25,0.0001,Z|N|E,,OK
XO.WD63..HH.2018.07.24.04.12.34,19.5,0.25,0.0001,Z|N|E,,OK
XO.LT09..HH.2018.07.24.04.16.32,18.1,0.0,0.1961,Z|N|E|H,,OK
XO.LT15..HH.2018.07.24.04.16.32,18.0,0.0,0.0001,Z|N|E|H,,OK
XO.LT10..HH.2018.07.24.04.16.34,24.3,0.0,0.0002,Z|N|E|H,,OK
XO.LD45..HH.2018.07.24.04.16.50,20.7,0.25,0.0002,Z|N|E,,OK
XO.LD44..HH.2018.07.24.04.16.51,17.5,0.25,0.0001,Z|N|E,,OK
XO.WD58..HH.2018.07.24.04.16.52,17.6,0.25,0.0001,Z|N|E,,OK
XO.WD53..HH.2018.07.24.04.17.03,15.1,0.25,0.0001,Z|N|E,,OK
XO.LA25..HH.2018.07.24.14.29.30,10.8,0.25,0.0011,Z|N|H,E,OK
XO.WD62..HH.2018.07.24.14.29.24,15.1,0.25,0.0001,Z|N|E,,OK
XO.WD69..HH.2018.07.24.14.29.03,13.7,0.25,0.0002,Z|N|E,,OK
XO.LA33..HH.2018.07.24.15.50.41,6.8,0.0,0.0001,Z|N|E|H,,OK
XO.LA30..HH.2018.07.24.15.50.43,10.3,0.0,0.0019,Z|N|E|H,,OK
XO.LT14..HH.2018.07.24.15.50.44,12.2,0.25,0.0028,Z|N|H,E,OK
XO.LT15..HH.2018.07.24.15.50.47,3.9,0.0,0.0001,Z|N|E|H,,OK
XO.WD68..HH.2018.07.24.15.50.55,12.3,0.25,0.0001,Z|N|E,,OK
XO.WD63..HH.2018.07.24.15.50.59,12.7,0.25,0.0001,Z|N|E,,OK
XO.WD67..HH.2018.07.24.15.51.05,12.8,0.25,0.0001,Z|N|E,,OK
XO.WD64..HH.2018.07.24.15.51.38,11.0,0.25,0.0001,Z|N|E,,OK
XO.WD55..HH.2018.07.24.04.19.19,14.1,0.25,0.0001,Z|N|E,,OK
XO.LT12..HH.2018.07.24.04.18.21,19.0,0.0,0.0236,Z|N|E|H,,OK
XO.LT14..HH.2018.07.24.04.18.28,17.9,0.25,0.0007,Z|N|H,E,OK
XO.LA33..HH.2018.07.24.04.18.32,6.5,0.0,0.0003,Z|N|E|H,,OK
XO.LT13..HH.2018.07.24.04.13.05,11.6,0.0,0.0001,Z|N|E|H,,OK
XO.LT16..HH.2018.07.24.04.13.08,23.6,0.75,0.0001,Z|H,N|E,OK
XO.WD46..HH.2018.07.24.20.21.13,9.2,0.25,0.0001,Z|N|E,,OK
XO.WD56..HH.2018.07.24.20.21.44,15.0,0.25,0.0003,Z|N|E,,OK
XO.WS74..HH.2018.07.25.04.07.49,14.6,0.25,0.0007,Z|N|E,,OK
XO.WD68..HH.2018.07.25.04.07.52,10.5,0.25,0.0002,Z|N|E,,OK
XO.LA28..HH.2018.07.25.21.38.27,15.7,0.25,0.0007,Z|N|H,E,OK
XO.WD66..HH.2018.07.25.21.37.52,12.8,0.25,0.0001,Z|N|E,,OK
XO.LD44..HH.2018.07.25.21.37.59,23.7,0.25,0.0001,Z|N|E,,OK
XO.LT20..HH.2018.07.25.21.38.17,16.2,0.25,0.0007,Z|N|E,,OK
XO.LA25..HH.2018.07.25.21.38.31,14.3,0.25,0.0027,Z|N|H,E,OK
XO.LT16..HH.2018.07.25.04.14.41,23.4,0.75,0.0003,Z|H,N|E,OK
XO.WD66..HH.2018.07.25.18.33.52,22.6,0.25,0.0001,Z|N|E,,OK
XO.LD44..HH.2018.07.25.18.33.58,15.2,0.25,0.0001,Z|N|E,,OK
XO.WD68..HH.2018.07.25.18.33.58,20.1,0.25,0.0001,Z|N|E,,OK
XO.WD52..HH.2018.07.25.18.34.03,13.8,0.25,0.0037,Z|N|E,,OK
XO.LA21..HH.2018.07.25.18.34.32,8.0,0.25,0.0003,Z|N|H,E,OK
XO.LD40..HH.2018.07.26.10.55.02,12.0,0.25,0.0005,Z|N|E,,OK
XO.WD70..HH.2018.07.26.10.54.53,15.8,0.25,0.0001,Z|N|E,,OK
XO.LA29..HH.2018.07.26.11.38.26,5.7,0.0,0.0006,Z|N|E|H,,OK
XO.LA29..HH.2018.07.26.08.11.03,3.6,0.0,0.0004,Z|N|E|H,,OK
XO.LA26..HH.2018.07.26.08.11.23,0.4,0.0,0.0001,Z|N|E|H,,OK
XO.WD50..HH.2018.07.26.15.26.07,10.7,0.25,0.0001,Z|N|E,,OK
XO.LD38..HH.2018.07.26.15.26.05,12.5,0.25,0.0007,Z|N|E,,OK
XO.LA25..HH.2018.07.27.17.13.11,11.7,0.25,0.0003,Z|N|H,E,OK
XO.WD51..HH.2018.07.27.17.13.32,12.0,0.25,0.0001,Z|N|E,,OK
XO.LA23..HH.2018.07.27.17.13.42,0.8,0.0,0.0008,Z|N|E|H,,OK
XO.LA39..HH.2018.07.27.22.32.01,7.7,0.0,0.0002,Z|N|E|H,,OK
XO.WD56..HH.2018.07.27.22.32.10,12.8,0.25,0.0001,Z|N|E,,OK
XO.WD46..HH.2018.07.27.00.53.08,7.4,0.25,0.0001,Z|N|E,,OK
XO.WD70..HH.2018.07.27.00.53.16,15.7,0.25,0.0001,Z|N|E,,OK
XO.WD54..HH.2018.07.27.00.53.02,24.4,0.25,0.0001,Z|N|E,,OK
XO.WS72..HH.2018.07.27.12.47.55,10.1,0.25,0.0002,Z|N|E,,OK
XO.WD50..HH.2018.07.27.13.49.07,11.0,0.25,0.0004,Z|N|E,,OK
XO.WD70..HH.2018.07.27.14.45.35,17.4,0.25,0.0001,Z|N|E,,OK
XO.WS72..HH.2018.07.27.14.45.38,11.1,0.25,0.0004,Z|N|E,,OK
XO.LT07..HH.2018.07.27.17.42.34,8.7,0.0,0.0016,Z|N|E|H,,OK
XO.LT20..HH.2018.07.27.20.02.37,16.7,0.25,0.0057,Z|N|E,,OK
XO.LD45..HH.2018.07.28.12.21.53,21.5,0.25,0.0003,Z|N|E,,OK
XO.LT13..HH.2018.07.28.12.21.57,7.0,0.0,0.0004,Z|N|E|H,,OK
XO.LA33..HH.2018.07.28.12.21.59,10.9,0.0,0.0001,Z|N|E|H,,OK
XO.WD50..HH.2018.07.28.03.44.40,12.5,0.25,0.0001,Z|N|E,,OK
XO.WS72..HH.2018.07.28.03.44.35,16.1,0.25,0.0001,Z|N|E,,OK
XO.LT20..HH.2018.07.28.05.28.40,16.5,0.25,0.0003,Z|N|E,,OK
XO.WD70..HH.2018.07.28.06.04.54,13.6,0.25,0.0001,Z|N|E,,OK
XO.WD54..HH.2018.07.28.06.04.55,14.1,0.25,0.0001,Z|N|E,,OK
XO.LA39..HH.2018.07.28.06.14.22,4.5,0.0,0.0013,Z|N|E|H,,OK
XO.LT06..HH.2018.07.29.12.23.19,14.2,0.25,0.0001,Z|N|H,E,OK
XO.WS71..HH.2018.07.29.12.23.26,14.3,0.25,0.0001,Z|N|E,,OK
XO.LT14..HH.2018.07.29.12.23.33,15.5,0.25,0.0003,Z|N|H,E,OK
XO.LT12..HH.2018.07.29.12.23.36,5.1,0.0,0.0019,Z|N|E|H,,OK
XO.WD54..HH.2018.07.29.12.16.32,24.4,0.25,0.0001,Z|N|E,,OK
XO.LT07..HH.2018.07.30.11.33.29,9.9,0.0,0.0004,Z|N|E|H,,OK
XO.LA30..HH.2018.07.30.11.33.47,6.4,0.0,0.001,Z|N|E|H,,OK
XO.LA32..HH.2018.07.30.11.33.50,8.7,0.0,0.0005,Z|N|E|H,,OK
XO.WD58..HH.2018.07.30.11.33.55,18.8,0.25,0.0001,Z|N|E,,OK
XO.LT15..HH.2018.07.30.11.34.05,1.1,0.0,0.0002,Z|N|E|H,,OK
XO.WS75..HH.2018.07.30.11.34.05,9.4,0.25,0.0007,Z|N|E,,OK
XO.WS72..HH.2018.07.30.23.50.10,20.8,0.25,0.0001,Z|N|E,,OK
XO.WS71..HH.2018.07.30.23.50.19,16.0,0.25,0.0001,Z|N|E,,OK
XO.LD41..HH.2018.07.30.23.50.28,14.1,0.25,0.0001,Z|N|E,,OK
XO.WD53..HH.2018.07.30.12.27.58,11.9,0.25,0.0006,Z|N|E,,OK
XO.WS71..HH.2018.07.30.12.28.04,13.5,0.25,0.0005,Z|N|E,,OK
XO.LT01..HH.2018.07.31.12.25.28,11.0,0.0,0.0059,Z|N|E|H,,OK
XO.LD38..HH.2018.07.31.12.25.39,11.8,0.25,0.0008,Z|N|E,,OK
XO.WD57..HH.2018.07.31.12.25.44,14.4,0.25,0.0001,Z|N|E,,OK
XO.WD46..HH.2018.07.31.12.44.00,7.3,0.25,0.0003,Z|N|E,,OK
XO.WS72..HH.2018.07.31.12.44.12,22.8,0.25,0.0001,Z|N|E,,OK
XO.LA39..HH.2018.07.31.06.49.44,8.6,0.0,0.0001,Z|N|E|H,,OK
XO.WD57..HH.2018.07.31.06.59.56,13.0,0.25,0.0007,Z|N|E,,OK
XO.WD70..HH.2018.07.31.06.59.30,20.7,0.25,0.0001,Z|N|E,,OK
XO.WD48..HH.2018.07.31.06.59.34,9.9,0.25,0.0002,Z|N|E,,OK
XO.WD49..HH.2018.07.31.06.59.43,10.4,0.25,0.0001,Z|N|E,,OK
XO.LA39..HH.2018.07.31.07.01.07,4.5,0.0,0.0001,Z|N|E|H,,OK
XO.WS71..HH.2018.07.31.07.01.27,11.4,0.25,0.0005,Z|N|E,,OK
XO.WD70..HH.2018.07.31.07.03.13,12.9,0.25,0.0001,Z|N|E,,OK
XO.WD49..HH.2018.07.31.09.40.21,10.4,0.25,0.0003,Z|N|E,,OK
XO.WD46..HH.2018.07.31.09.59.37,7.1,0.25,0.0002,Z|N|E,,OK
XO.WD48..HH.2018.07.31.09.59.54,17.7,0.25,0.0023,Z|N|E,,OK
XO.WD57..HH.2018.07.31.10.03.11,13.5,0.25,0.0006,Z|N|E,,OK
XO.LA39..HH.2018.07.31.11.43.28,10.5,0.0,0.0005,Z|N|E|H,,OK
XO.WD51..HH.2018.07.31.11.50.35,8.5,0.25,0.0001,Z|N|E,,OK
XO.WS72..HH.2018.07.31.12.34.17,13.6,0.25,0.0001,Z|N|E,,OK
XO.WS71..HH.2018.07.31.12.34.35,13.7,0.25,0.0007,Z|N|E,,OK
XO.WD48..HH.2018.07.31.13.23.26,11.9,0.25,0.0001,Z|N|E,,OK
XO.LD41..HH.2018.07.31.13.24.04,10.3,0.25,0.0002,Z|N|E,,OK
XO.WS72..HH.2018.07.31.13.48.03,18.9,0.25,0.0001,Z|N|E,,OK
XO.LA39..HH.2018.07.31.13.47.46,5.9,0.0,0.0003,Z|N|E|H,,OK
XO.LT07..HH.2018.07.31.14.34.07,11.1,0.0,0.0005,Z|N|E|H,,OK
XO.LT12..HH.2018.07.31.14.34.22,7.3,0.0,0.0017,Z|N|E|H,,OK
XO.WD57..HH.2018.07.31.14.34.27,12.9,0.25,0.0001,Z|N|E,,OK
XO.WS72..HH.2018.07.31.14.34.33,14.5,0.25,0.0001,Z|N|E,,OK
XO.LA33..HH.2018.07.31.14.34.33,7.0,0.0,0.001,Z|N|E|H,,OK
XO.LA39..HH.2018.07.31.14.32.05,6.3,0.0,0.0005,Z|N|E|H,,OK
XO.WD51..HH.2018.07.31.17.09.43,10.2,0.25,0.0001,Z|N|E,,OK
XO.WD70..HH.2018.07.31.17.09.31,15.2,0.25,0.0001,Z|N|E,,OK
XO.WD49..HH.2018.07.31.17.09.48,12.0,0.25,0.0001,Z|N|E,,OK
XO.WD48..HH.2018.07.31.23.43.46,14.8,0.25,0.0014,Z|N|E,,OK
XO.LD40..HH.2018.07.01.15.44.41,8.9,0.25,0.0001,Z|N|E,,OK
XO.LA39..HH.2018.07.01.15.44.48,10.5,0.0,0.0005,Z|N|E|H,,OK
XO.LA39..HH.2018.07.02.10.27.32,14.5,0.0,0.0005,Z|N|E|H,,OK
XO.LD45..HH.2018.07.07.12.17.44,14.2,0.25,0.0001,Z|N|E,,OK
XO.LT16..HH.2018.07.07.12.17.52,20.4,0.0,0.0014,Z|N|E|H,,OK
XO.LA34..HH.2018.07.07.12.17.52,9.5,0.0,0.0001,Z|N|E|H,,OK
XO.LA33..HH.2018.07.07.12.17.55,8.5,0.0,0.0001,Z|N|E|H,,OK
XO.LA28..HH.2018.07.07.12.18.05,14.6,0.25,0.0013,Z|N|H,E,OK
XO.LA39..HH.2018.07.12.06.51.24,10.3,0.0,0.0007,Z|N|E|H,,OK
XO.LT01..HH.2018.07.12.06.51.58,8.2,0.0,0.0011,Z|N|E|H,,OK
XO.LD40..HH.2018.07.13.11.58.35,11.1,0.25,0.0001,Z|N|E,,OK
XO.LT01..HH.2018.07.15.22.56.46,6.6,0.0,0.0012,Z|N|E|H,,OK
XO.LA39..HH.2018.07.21.22.22.28,6.3,0.0,0.0002,Z|N|E|H,,OK
XO.WS72..HH.2018.07.25.11.33.25,9.9,0.25,0.0001,Z|N|E,,OK
XO.WD48..HH.2018.07.25.11.33.25,10.8,0.25,0.0003,Z|N|E,,OK
XO.WD51..HH.2018.07.25.11.33.33,12.8,0.25,0.0001,Z|N|E,,OK
XO.WD49..HH.2018.07.25.11.33.38,12.9,0.25,0.0004,Z|N|E,,OK
XO.LD38..HH.2018.07.25.11.33.48,9.6,0.25,0.0003,Z|N|E,,OK
XO.LT01..HH.2018.07.25.11.33.54,6.3,0.0,0.0019,Z|N|E|H,,OK
XO.LA33..HH.2018.07.26.07.31.37,8.0,0.0,0.0007,Z|N|E|H,,OK
XO.LT13..HH.2018.07.26.07.31.29,2.5,0.0,0.0006,Z|N|E|H,,OK
XO.WS74..HH.2018.07.26.07.31.39,12.8,0.25,0.0004,Z|N|E,,OK
XO.LT04..HH.2018.07.01.20.57.50,9.0,0.0,0.0008,Z|N|E|H,,OK
XO.LD40..HH.2018.07.01.21.11.45,14.4,0.25,0.0002,Z|N|E,,OK
XO.LA21..HH.2018.07.02.10.35.26,9.5,0.25,0.0001,Z|N|H,E,OK
XO.LA26..HH.2018.07.02.10.35.32,7.1,0.0,0.0005,Z|N|E|H,,OK
XO.LT07..HH.2018.07.02.10.35.41,11.2,0.0,0.0005,Z|N|E|H,,OK
XO.LT13..HH.2018.07.03.07.10.15,1.4,0.0,0.0005,Z|N|E|H,,OK
XO.LT01..HH.2018.07.04.17.33.43,14.2,0.0,0.0026,Z|N|E|H,,OK
XO.LT07..HH.2018.07.05.00.42.23,6.5,0.0,0.0007,Z|N|E|H,,OK
XO.LA39..HH.2018.07.05.00.42.49,7.6,0.0,0.0003,Z|N|E|H,,OK
XO.LA29..HH.2018.07.05.19.54.01,2.2,0.0,0.0005,Z|N|E|H,,OK
XO.LT10..HH.2018.07.06.20.10.30,0.9,0.0,0.0004,Z|N|E|H,,OK
XO.LT06..HH.2018.07.06.20.10.34,15.0,0.25,0.0016,Z|N|H,E,OK
XO.LT04..HH.2018.07.07.07.33.12,5.1,0.0,0.0006,Z|N|E|H,,OK
XO.LD45..HH.2018.07.10.18.47.50,16.3,0.25,0.0015,Z|N|E,,OK
XO.LA33..HH.2018.07.10.18.48.03,4.6,0.0,0.0005,Z|N|E|H,,OK
XO.LT16..HH.2018.07.11.19.47.18,28.5,0.0,0.002,Z|N|E|H,,OK
XO.LT20..HH.2018.07.11.07.07.38,14.0,0.25,0.0011,Z|N|E,,OK
XO.LT12..HH.2018.07.11.07.07.41,8.1,0.0,0.0376,Z|N|E|H,,OK
XO.LD45..HH.2018.07.11.07.07.50,11.5,0.25,0.0006,Z|N|E,,OK
XO.LA32..HH.2018.07.11.07.07.52,3.7,0.0,0.0005,Z|N|E|H,,OK
XO.LT16..HH.2018.07.12.04.09.09,23.9,0.75,0.0004,Z|H,N|E,OK
XO.LD40..HH.2018.07.15.02.04.38,16.4,0.25,0.0009,Z|N|E,,OK
XO.LA39..HH.2018.07.20.18.44.31,4.1,0.0,0.0003,Z|N|E|H,,OK
XO.WD46..HH.2018.07.14.19.25.48,14.7,0.25,0.0001,Z|N|E,,OK
XO.LA39..HH.2018.07.18.02.49.23,4.8,0.0,0.0003,Z|N|E|H,,OK
XO.LT13..HH.2018.07.18.13.01.43,-0.2,0.0,0.0001,Z|N|E|H,,OK
XO.LT13..HH.2018.07.21.00.02.15,1.4,0.0,0.0004,Z|N|E|H,,OK
XO.WD69..HH.2018.07.21.15.15.02,13.3,0.25,0.0003,Z|N|E,,OK
XO.LT17..HH.2018.07.21.15.15.02,9.7,0.0,0.0026,Z|N|E|H,,OK
XO.WS75..HH.2018.07.21.15.15.13,11.9,0.25,0.0005,Z|N|E,,OK
XO.WS75..HH.2018.07.22.02.53.35,11.0,0.25,0.0002,Z|N|E,,OK
XO.LT01..HH.2018.07.22.22.51.51,9.2,0.0,0.0012,Z|N|E|H,,OK
XO.LA39..HH.2018.07.22.22.51.22,4.3,0.0,0.0004,Z|N|E|H,,OK
XO.WD67..HH.2018.07.24.19.14.03,10.6,0.25,0.0005,Z|N|E,,OK
XO.WD53..HH.2018.07.25.00.59.51,11.8,0.25,0.0005,Z|N|E,,OK
XO.WD57..HH.2018.07.25.00.59.51,9.6,0.25,0.0005,Z|N|E,,OK
XO.LT15..HH.2018.07.25.03.30.53,1.3,0.0,0.0004,Z|N|E|H,,OK
XO.LT14..HH.2018.07.25.03.31.03,17.9,0.25,0.0033,Z|N|H,E,OK
XO.WD54..HH.2018.07.25.08.22.55,7.9,0.25,0.0001,Z|N|E,,OK
XO.LD44..HH.2018.07.25.17.26.25,18.3,0.25,0.0005,Z|N|E,,OK
XO.WD69..HH.2018.07.25.22.03.55,9.6,0.25,0.0005,Z|N|E,,OK
XO.WS74..HH.2018.07.25.22.03.59,11.9,0.25,0.0007,Z|N|E,,OK
XO.WD68..HH.2018.07.25.22.04.06,11.5,0.25,0.0007,Z|N|E,,OK
XO.LA33..HH.2018.07.25.22.04.29,3.3,0.0,0.001,Z|N|E|H,,OK
XO.LD36..HH.2018.07.25.06.12.34,16.3,0.25,0.0025,Z|N|E,,OK
XO.LA28..HH.2018.07.25.06.12.35,14.2,0.25,0.0027,Z|N|H,E,OK
XO.WD56..HH.2018.07.25.06.12.38,19.6,0.25,0.0003,Z|N|E,,OK
XO.LA23..HH.2018.07.25.06.12.38,-1.0,0.0,0.0009,Z|N|E|H,,OK
XO.LT16..HH.2018.07.25.06.13.01,23.8,0.75,0.0008,Z|H,N|E,OK
XO.WD61..HH.2018.07.25.14.10.24,11.2,0.25,0.0006,Z|N|E,,OK
XO.LT01..HH.2018.07.26.13.34.31,8.5,0.0,0.0047,Z|N|E|H,,OK
XO.LA39..HH.2018.07.26.17.39.25,7.0,0.0,0.0005,Z|N|E|H,,OK
XO.LD40..HH.2018.07.26.17.39.51,11.8,0.25,0.0006,Z|N|E,,OK
XO.LA33..HH.2018.07.26.19.18.07,5.4,0.0,0.0003,Z|N|E|H,,OK
XO.WD64..HH.2018.07.26.19.17.55,12.9,0.25,0.0003,Z|N|E,,OK
XO.WS74..HH.2018.07.26.19.18.04,11.7,0.25,0.0009,Z|N|E,,OK
XO.WD70..HH.2018.07.26.21.48.46,14.0,0.25,0.0001,Z|N|E,,OK
XO.WS72..HH.2018.07.26.21.48.50,12.6,0.25,0.0001,Z|N|E,,OK
XO.WD49..HH.2018.07.26.21.49.02,12.1,0.25,0.0001,Z|N|E,,OK
XO.WS72..HH.2018.07.26.07.31.27,12.2,0.25,0.0002,Z|N|E,,OK
XO.LD45..HH.2018.07.27.05.54.23,12.7,0.25,0.0005,Z|N|E,,OK
XO.WD69..HH.2018.07.27.17.19.03,10.6,0.25,0.0002,Z|N|E,,OK
XO.LD41..HH.2018.07.27.17.27.32,12.2,0.25,0.0005,Z|N|E,,OK
XO.LD36..HH.2018.07.27.17.28.15,15.2,0.25,0.0011,Z|N|E,,OK
XO.LD38..HH.2018.07.27.21.41.18,12.1,0.25,0.0004,Z|N|E,,OK
