sample_id,chunk,truth_p_s,truth_s_s,phasenet_p,pickblue_p,obst_p
XO.LA33..HH.2018.07.28.12.21.59,201807,44.99,58.36,1,1,1
XO.WD50..HH.2018.07.28.03.44.40,201807,44.99,62.09,0,1,1
XO.WS72..HH.2018.07.28.03.44.35,201807,45.0,58.7,0,1,1
XO.LT20..HH.2018.07.28.05.28.40,201807,45.0,,0,1,1
XO.WD70..HH.2018.07.28.06.04.54,201807,44.99,,0,1,1
XO.WD54..HH.2018.07.28.06.04.55,201807,,44.99,0,1,1
XO.LA39..HH.2018.07.28.06.14.22,201807,45.0,59.69,1,1,1
XO.LT06..HH.2018.07.29.12.23.19,201807,45.0,60.3,1,1,1
XO.WS71..HH.2018.07.29.12.23.26,201807,45.0,67.88,1,1,1
XO.LT14..HH.2018.07.29.12.23.33,201807,45.0,,0,1,1
XO.LT12..HH.2018.07.29.12.23.36,201807,45.0,,0,1,1
XO.WD54..HH.2018.07.29.12.16.32,201807,45.0,50.84,1,1,1
XO.LT07..HH.2018.07.30.11.33.29,201807,45.0,53.26,1,1,1
XO.LA30..HH.2018.07.30.11.33.47,201807,44.99,,0,1,1
XO.LA32..HH.2018.07.30.11.33.50,201807,45.0,69.41,0,1,1
XO.WD58..HH.2018.07.30.11.33.55,201807,44.99,73.15,0,1,1
XO.LT15..HH.2018.07.30.11.34.05,201807,,45.0,0,1,1
XO.WS75..HH.2018.07.30.11.34.05,201807,44.99,80.62,0,1,1
XO.WS72..HH.2018.07.30.23.50.10,201807,44.99,60.58,0,1,1
XO.WS71..HH.2018.07.30.23.50.19,201807,44.99,,0,1,1
XO.LD41..HH.2018.07.30.23.50.28,201807,44.99,,0,1,1
XO.WD53..HH.2018.07.30.12.27.58,201807,45.0,,0,1,1
XO.WS71..HH.2018.07.30.12.28.04,201807,,45.0,0,1,1
XO.LT01..HH.2018.07.31.12.25.28,201807,45.0,,0,1,1
XO.LD38..HH.2018.07.31.12.25.39,201807,,45.0,0,1,1
XO.WD57..HH.2018.07.31.12.25.44,201807,45.0,,0,1,1
XO.WD46..HH.2018.07.31.12.44.00,201807,44.99,,0,0,0
XO.WS72..HH.2018.07.31.12.44.12,201807,44.99,60.51,0,1,1
XO.LA39..HH.2018.07.31.06.49.44,201807,45.0,59.88,1,1,1
XO.WD57..HH.2018.07.31.06.59.56,201807,44.99,77.2,0,1,1
XO.WD70..HH.2018.07.31.06.59.30,201807,44.99,58.65,0,1,1
XO.WD48..HH.2018.07.31.06.59.34,201807,44.99,61.67,1,1,1
XO.WD49..HH.2018.07.31.06.59.43,201807,44.99,,0,1,1
XO.LA39..HH.2018.07.31.07.01.07,201807,,45.0,0,0,0
XO.WS71..HH.2018.07.31.07.01.27,201807,,45.0,0,0,0
XO.WD70..HH.2018.07.31.07.03.13,201807,,45.0,0,0,1
XO.WD49..HH.2018.07.31.09.40.21,201807,45.0,,0,1,1
XO.WD46..HH.2018.07.31.09.59.37,201807,45.0,,0,0,0
XO.WD48..HH.2018.07.31.09.59.54,201807,44.99,62.27,0,1,1
XO.WD57..HH.2018.07.31.10.03.11,201807,45.0,,0,1,1
XO.LA39..HH.2018.07.31.11.43.28,201807,,45.0,0,0,1
XO.WD51..HH.2018.07.31.11.50.35,201807,45.0,65.67,0,1,1
XO.WS72..HH.2018.07.31.12.34.17,201807,,44.99,0,1,1
XO.WS71..HH.2018.07.31.12.34.35,201807,,44.99,0,1,0
XO.WD48..HH.2018.07.31.13.23.26,201807,44.99,61.85,1,1,1
XO.LD41..HH.2018.07.31.13.24.04,201807,,45.0,0,1,1
XO.WS72..HH.2018.07.31.13.48.03,201807,,45.0,0,1,1
XO.LA39..HH.2018.07.31.13.47.46,201807,45.0,60.38,0,1,1
XO.LT07..HH.2018.07.31.14.34.07,201807,44.99,53.85,0,1,1
XO.LT12..HH.2018.07.31.14.34.22,201807,45.0,65.08,0,1,1
XO.WD57..HH.2018.07.31.14.34.27,201807,44.99,69.64,0,1,1
XO.WS72..HH.2018.07.31.14.34.33,201807,44.99,73.83,0,1,1
XO.LA33..HH.2018.07.31.14.34.33,201807,44.99,,1,1,1
XO.LA39..HH.2018.07.31.14.32.05,201807,45.0,57.03,0,1,1
XO.WD51..HH.2018.07.31.17.09.43,201807,45.0,70.69,0,1,1
XO.WD70..HH.2018.07.31.17.09.31,201807,44.99,62.03,0,1,1
XO.WD49..HH.2018.07.31.17.09.48,201807,45.0,,0,1,1
XO.WD48..HH.2018.07.31.23.43.46,201807,,44.99,0,1,1
XO.LD40..HH.2018.07.01.15.44.41,201807,45.0,70.62,0,1,1
XO.LA39..HH.2018.07.01.15.44.48,201807,,44.99,0,1,0
XO.LA39..HH.2018.07.02.10.27.32,201807,45.0,59.25,0,1,1
XO.LD45..HH.2018.07.07.12.17.44,201807,44.99,63.67,0,1,1
XO.LT16..HH.2018.07.07.12.17.52,201807,45.0,,0,1,1
XO.LA34..HH.2018.07.07.12.17.52,201807,45.0,69.43,1,1,1
XO.LA33..HH.2018.07.07.12.17.55,201807,44.99,,1,1,1
XO.LA28..HH.2018.07.07.12.18.05,201807,44.99,,0,1,1
XO.LA39..HH.2018.07.12.06.51.24,201807,45.0,59.47,0,1,1
XO.LT01..HH.2018.07.12.06.51.58,201807,,45.0,0,0,0
XO.LD40..HH.2018.07.13.11.58.35,201807,,45.0,0,1,1
XO.LT01..HH.2018.07.15.22.56.46,201807,,45.0,0,1,1
XO.LA39..HH.2018.07.21.22.22.28,201807,,44.99,0,0,1
XO.WS72..HH.2018.07.25.11.33.25,201807,44.99,62.62,0,1,1
XO.WD48..HH.2018.07.25.11.33.25,201807,44.99,63.22,0,1,1
XO.WD51..HH.2018.07.25.11.33.33,201807,44.99,67.98,0,1,1
XO.WD49..HH.2018.07.25.11.33.38,201807,44.99,,0,1,1
XO.LD38..HH.2018.07.25.11.33.48,201807,,45.0,0,0,1
XO.LT01..HH.2018.07.25.11.33.54,201807,,44.99,0,1,1
XO.LA33..HH.2018.07.26.07.31.37,201807,45.0,58.09,0,1,1
XO.LT13..HH.2018.07.26.07.31.29,201807,44.99,51.9,0,1,1
XO.WS74..HH.2018.07.26.07.31.39,201807,44.99,,0,1,1
XO.LT04..HH.2018.07.01.20.57.50,201807,44.99,,0,0,1
XO.LD40..HH.2018.07.01.21.11.45,201807,,44.99,0,1,1
XO.LA21..HH.2018.07.02.10.35.26,201807,44.99,54.08,0,1,1
XO.LA26..HH.2018.07.02.10.35.32,201807,45.0,,0,1,1
XO.LT07..HH.2018.07.02.10.35.41,201807,45.0,,0,0,1
XO.LT13..HH.2018.07.03.07.10.15,201807,44.99,,0,1,1
XO.LT01..HH.2018.07.04.17.33.43,201807,,45.0,0,0,1
XO.LT07..HH.2018.07.05.00.42.23,201807,44.99,,0,1,1
XO.LA39..HH.2018.07.05.00.42.49,201807,,44.99,0,0,1
XO.LA29..HH.2018.07.05.19.54.01,201807,,45.0,0,0,0
XO.LT10..HH.2018.07.06.20.10.30,201807,45.0,55.94,0,1,1
XO.LT06..HH.2018.07.06.20.10.34,201807,,45.0,0,1,1
XO.LT04..HH.2018.07.07.07.33.12,201807,44.99,55.42,0,1,1
XO.LD45..HH.2018.07.10.18.47.50,201807,44.99,,0,1,1
XO.LA33..HH.2018.07.10.18.48.03,201807,44.99,,0,1,1
XO.LT16..HH.2018.07.11.19.47.18,201807,45.0,,0,1,1
XO.LT20..HH.2018.07.11.07.07.38,201807,,44.99,0,1,0
XO.LT12..HH.2018.07.11.07.07.41,201807,,45.0,0,1,1
XO.LD45..HH.2018.07.11.07.07.50,201807,,44.99,0,1,1
XO.LA32..HH.2018.07.11.07.07.52,201807,,44.99,0,1,1
XO.LT16..HH.2018.07.12.04.09.09,201807,45.0,50.84,0,1,1
XO.LD40..HH.2018.07.15.02.04.38,201807,,44.99,0,0,0
XO.LA39..HH.2018.07.20.18.44.31,201807,44.99,64.07,0,1,1
XO.WD46..HH.2018.07.14.19.25.48,201807,44.99,,0,0,0
XO.LA39..HH.2018.07.18.02.49.23,201807,44.99,63.92,0,1,1
XO.LT13..HH.2018.07.18.13.01.43,201807,44.99,,0,0,1
XO.LT13..HH.2018.07.21.00.02.15,201807,44.99,56.07,0,1,1
XO.WD69..HH.2018.07.21.15.15.02,201807,44.99,57.42,0,1,1
XO.LT17..HH.2018.07.21.15.15.02,201807,44.99,,0,0,1
XO.WS75..HH.2018.07.21.15.15.13,201807,,44.99,0,1,1
XO.WS75..HH.2018.07.22.02.53.35,201807,45.0,,0,1,1
XO.LT01..HH.2018.07.22.22.51.51,201807,,44.99,0,1,0
XO.LA39..HH.2018.07.22.22.51.22,201807,45.0,58.77,0,1,1
XO.WD67..HH.2018.07.24.19.14.03,201807,45.0,56.18,0,1,1
XO.WD53..HH.2018.07.25.00.59.51,201807,44.99,,0,1,1
XO.WD57..HH.2018.07.25.00.59.51,201807,45.0,,0,1,1
XO.LT15..HH.2018.07.25.03.30.53,201807,45.0,49.89,0,1,1
XO.LT14..HH.2018.07.25.03.31.03,201807,44.99,,0,1,1
XO.WD54..HH.2018.07.25.08.22.55,201807,44.99,,0,0,0
XO.LD44..HH.2018.07.25.17.26.25,201807,44.99,50.68,0,1,1
XO.WD69..HH.2018.07.25.22.03.55,201807,44.99,53.6,0,1,1
XO.WS74..HH.2018.07.25.22.03.59,201807,44.99,,0,1,1
XO.WD68..HH.2018.07.25.22.04.06,201807,44.99,62.23,0,1,1
XO.LA33..HH.2018.07.25.22.04.29,201807,,45.0,0,0,0
XO.LD36..HH.2018.07.25.06.12.34,201807,44.99,79.85,0,1,1
XO.LA28..HH.2018.07.25.06.12.35,201807,44.99,,0,1,1
XO.WD56..HH.2018.07.25.06.12.38,201807,45.0,,0,1,1
XO.LA23..HH.2018.07.25.06.12.38,201807,45.0,,0,1,1
XO.LT16..HH.2018.07.25.06.13.01,201807,,45.0,0,1,1
XO.WD61..HH.2018.07.25.14.10.24,201807,45.0,,0,1,1
XO.LT01..HH.2018.07.26.13.34.31,201807,,44.99,0,0,1
XO.LA39..HH.2018.07.26.17.39.25,201807,45.0,59.32,0,1,1
XO.LD40..HH.2018.07.26.17.39.51,201807,,45.0,0,0,0
XO.LA33..HH.2018.07.26.19.18.07,201807,,44.99,0,1,1
XO.WD64..HH.2018.07.26.19.17.55,201807,44.99,,0,1,1
XO.WS74..HH.2018.07.26.19.18.04,201807,,44.99,0,0,1
XO.WD70..HH.2018.07.26.21.48.46,201807,45.0,63.27,0,1,1
XO.WS72..HH.2018.07.26.21.48.50,201807,44.99,65.24,0,1,1
XO.WD49..HH.2018.07.26.21.49.02,201807,45.0,73.3,0,1,1
XO.WS72..HH.2018.07.26.07.31.27,201807,44.99,59.75,0,1,1
XO.LD45..HH.2018.07.27.05.54.23,201807,44.99,,0,1,1
XO.WD69..HH.2018.07.27.17.19.03,201807,44.99,,0,1,1
XO.LD41..HH.2018.07.27.17.27.32,201807,44.99,59.43,0,1,1
XO.LD36..HH.2018.07.27.17.28.15,201807,,44.99,0,1,1
XO.LD38..HH.2018.07.27.21.41.18,201807,45.0,,0,1,1
XO.WS72..HH.2018.07.27.21.41.16,201807,44.99,59.09,0,1,1
XO.WD54..HH.2018.07.28.05.17.43,201807,45.0,50.52,0,1,1
XO.LD40..HH.2018.07.28.07.51.26,201807,,45.0,0,0,0
XO.WD50..HH.2018.07.28.15.41.40,201807,45.0,66.52,0,1,1
XO.WS72..HH.2018.07.29.05.06.35,201807,45.0,59.46,1,1,1
XO.WD54..HH.2018.07.29.05.06.27,201807,44.99,54.14,0,1,1
XO.LD38..HH.2018.07.29.06.15.18,201807,44.99,52.69,0,1,1
XO.LT14..HH.2018.07.29.08.44.57,201807,44.99,,0,1,1
XO.LA32..HH.2018.07.29.08.44.57,201807,45.0,,1,1,1
XO.LT16..HH.2018.07.29.08.44.57,201807,44.99,,0,1,1
XO.LT15..HH.2018.07.29.08.44.59,201807,,45.0,1,1,1
XO.LA29..HH.2018.07.29.08.45.00,201807,45.0,55.97,0,0,1
XO.WD46..HH.2018.07.29.10.43.22,201807,45.0,,0,0,0
XO.WD50..HH.2018.07.29.10.43.41,201807,45.0,64.9,0,0,1
XO.WD49..HH.2018.07.29.10.43.46,201807,45.0,67.74,0,1,1
XO.LT06..HH.2018.07.29.10.49.58,201807,45.0,52.98,0,1,1
XO.WD51..HH.2018.07.29.10.50.19,201807,45.0,,0,1,1
XO.LT17..HH.2018.07.29.14.28.17,201807,45.0,51.0,0,1,1
XO.LA39..HH.2018.07.31.05.39.22,201807,44.99,60.8,0,1,1
XO.WD50..HH.2018.07.31.05.39.24,201807,44.99,61.14,0,1,1
XO.LD40..HH.2018.07.31.16.56.54,201807,,45.0,0,1,1
XO.WD69..HH.2018.07.31.19.21.34,201807,44.99,55.11,0,1,1
XO.LD44..HH.2018.07.31.19.21.36,201807,44.99,56.18,0,1,1
XO.LT01..HH.2018.07.31.23.15.16,201807,,45.0,0,0,1
XO.LA39..HH.2018.07.31.13.47.53,201807,45.0,,0,1,1
