sample_id,p_onset_s,s_onset_s,p_peak_ratio,s_peak_ratio
XO.LT17..HH.2018.07.16.07.24.24,44.83,,9.982576076730052,
XO.LT17..HH.2018.07.19.14.15.51,44.58,54.85,9.933566888074893,5.96199127086394
XO.LT17..HH.2018.07.19.16.46.04,45.6,,9.441775445117457,
XO.LT17..HH.2018.07.20.16.23.20,44.99,,9.768226645145305,
XO.LT17..HH.2018.07.21.08.28.08,45.04,,8.75839187746056,
XO.LT17..HH.2018.07.21.15.15.02,45.36,48.92,6.287607862134984,7.979714782936658
XO.LT17..HH.2018.07.22.00.27.59,45.12,,6.901282141021159,
XO.LT17..HH.2018.07.24.04.12.25,49.24,,9.122657278027816,
XO.LT17..HH.2018.07.29.14.28.17,45.74,79.33,5.402759568170639,5.878433271800574
XO.LT18..HH.2018.05.19.02.03.22,48.72,,5.3107342679645875,
XO.LT18..HH.2018.05.22.05.23.43,44.99,145.48,9.907618486295807,5.185520664132894
XO.LT18..HH.2018.05.22.11.57.00,45.79,54.16,6.061593281504791,5.033410247216848
XO.LT18..HH.2018.05.22.23.57.53,45.36,55.12,8.52823239407267,7.0951077795154704
XO.LT18..HH.2018.05.26.11.55.24,45.38,,8.793238672398287,
XO.LT18..HH.2018.05.31.17.51.09,14.67,46.26,8.447251690343764,6.212571433081781
XO.LT18..HH.2018.06.03.08.02.03,46.1,,5.765379766601702,
XO.LT18..HH.2018.06.09.17.49.02,45.08,,8.84090862685846,
XO.LT18..HH.2018.06.11.14.24.15,,,,
XO.LT18..HH.2018.06.11.16.27.52,45.0,,9.433974367489185,
XO.LT18..HH.2018.06.15.14.32.38,,,,
XO.LT18..HH.2018.06.23.21.11.07,45.2,57.78,8.568902673122334,6.766724582092439
XO.LT18..HH.2018.06.25.20.45.33,47.51,,6.297923800521714,
XO.LT18..HH.2018.07.06.19.37.10,45.07,,7.989108286690024,
XO.LT18..HH.2018.07.07.20.45.37,44.97,50.79,9.99695882598455,6.270949645552918
XO.LT18..HH.2018.07.17.03.30.59,12.25,44.92,7.250900578096165,9.241404041014318
XO.LT18..HH.2018.07.18.01.55.25,,,,
XO.LT18..HH.2018.07.18.19.19.45,41.18,44.83,6.114033877613966,9.874395505447922
XO.LT18..HH.2018.07.19.14.25.08,40.57,45.82,6.676900721239789,7.290854451460663
XO.LT18..HH.2018.07.20.16.23.18,46.01,,9.84209744529909,
XO.LT18..HH.2018.07.21.08.02.29,44.98,,9.871467528868969,
XO.LT18..HH.2018.07.21.08.14.41,44.19,52.61,9.960741822750645,7.177571666378447
XO.LT18..HH.2018.07.21.09.52.12,5.12,15.64,6.044445289305608,8.013192906755416
XO.LT18..HH.2018.07.21.10.05.24,45.31,,8.599684943281456,
XO.LT18..HH.2018.07.23.14.43.47,34.47,45.65,5.619852167813963,7.159226917756895
XO.LT20..HH.2018.05.19.19.23.05,45.19,95.43,9.739236113507662,5.161579053763657
XO.LT20..HH.2018.05.20.00.22.19,5.41,45.05,6.53578280167513,9.846756636898562
XO.LT20..HH.2018.05.25.06.03.39,7.11,14.22,5.755491966230311,5.0606175461624625
XO.LT20..HH.2018.05.27.14.38.01,6.82,34.34,5.061817533550912,5.012643584837845
XO.LT20..HH.2018.05.28.07.32.51,9.99,28.8,5.233110996538256,7.2374255871392394
XO.LT20..HH.2018.05.29.21.25.20,27.5,34.37,5.883595480530532,5.381344080827171
XO.LT20..HH.2018.05.30.02.35.41,36.2,,9.147315417183094,
XO.LT20..HH.2018.06.07.12.05.57,45.49,59.97,6.41455606955552,8.139278050851093
XO.LT20..HH.2018.06.24.07.28.52,6.6,8.14,8.969834916117014,8.401501536396818
XO.LT20..HH.2018.06.30.11.21.06,28.48,45.1,5.639823655134166,9.899530154510247
XO.LT20..HH.2018.07.05.04.59.34,31.3,45.06,7.231323358817647,8.21154420812128
XO.LT20..HH.2018.07.11.07.07.38,96.28,,5.13523492399702,
XO.LT20..HH.2018.07.11.07.48.46,19.49,106.99,6.479422950151027,5.008861004947507
XO.LT20..HH.2018.07.16.07.24.44,33.05,38.39,6.545636212467677,6.557553763539326
XO.LT20..HH.2018.07.17.21.17.43,6.09,24.26,7.822162213237679,7.556991316061191
XO.LT20..HH.2018.07.18.19.23.10,20.09,28.27,7.899172278180796,9.06622403916085
XO.LT20..HH.2018.07.19.14.25.14,34.44,45.53,6.288224435506954,7.494511806492925
XO.LT20..HH.2018.07.19.14.32.44,7.96,21.53,6.9182989005633235,9.534221675285028
XO.LT20..HH.2018.07.19.21.15.38,45.13,54.72,9.892498094313716,5.0717447825391435
XO.LT20..HH.2018.07.20.10.59.43,10.86,30.47,8.79904912287407,8.916750390068561
XO.LT20..HH.2018.07.20.16.23.14,39.89,44.83,5.129021610447579,9.95858081409292
XO.LT20..HH.2018.07.21.08.21.14,19.97,34.14,6.710366411421071,5.992697319098234
XO.LT20..HH.2018.07.21.10.05.27,45.97,54.15,6.598849267148554,5.482052623070264
XO.LT20..HH.2018.07.22.16.21.20,15.21,45.01,6.657632125010638,8.637695495943436
XO.LT20..HH.2018.07.22.17.12.47,8.94,27.6,7.971332117941696,7.451036569717958
XO.LT20..HH.2018.07.23.14.47.03,21.38,44.92,6.323089692484503,9.661076904428317
XO.LT20..HH.2018.07.25.21.38.17,25.87,38.31,9.015493297167941,6.50173271593554
XO.LT20..HH.2018.07.27.20.02.37,8.57,10.23,6.322532503119664,9.253527631905403
XO.LT20..HH.2018.07.28.05.28.40,36.44,53.1,6.776093236263288,6.556525556641405
XO.WD46..HH.2018.07.13.22.30.13,24.43,79.19,5.17468946457253,8.740277566934035
XO.WD46..HH.2018.07.14.19.25.48,9.33,11.36,6.180507959534087,7.437304169772934
XO.WD46..HH.2018.07.19.12.43.41,22.71,35.42,7.093257817307492,9.53302714629252
XO.WD46..HH.2018.07.24.20.21.13,,,,
XO.WD46..HH.2018.07.27.00.53.08,,,,
XO.WD46..HH.2018.07.29.10.43.22,,,,
XO.WD46..HH.2018.07.31.09.59.37,,,,
XO.WD46..HH.2018.07.31.12.44.00,,,,
XO.WD47..HH.2018.07.20.20.46.07,125.14,,9.965253145741878,
XO.WD48..HH.2018.07.25.11.33.25,46.61,,7.251317202705939,
XO.WD48..HH.2018.07.31.06.59.34,45.5,,7.382895603450449,
XO.WD48..HH.2018.07.31.09.59.54,8.13,38.61,9.996372860220486,5.459872064481113
XO.WD48..HH.2018.07.31.13.23.26,44.99,,9.853540595217616,
XO.WD48..HH.2018.07.31.23.43.46,,,,
XO.WD49..HH.2018.07.16.08.15.57,,,,
XO.WD49..HH.2018.07.17.02.33.12,,,,
XO.WD49..HH.2018.07.19.03.27.23,44.49,68.99,9.838911254345591,5.8241120578115355
XO.WD49..HH.2018.07.21.22.57.32,8.68,44.5,5.1254701729077725,9.006408299884404
XO.WD49..HH.2018.07.25.11.33.38,44.85,71.69,6.594951276628286,6.483906056950938
XO.WD49..HH.2018.07.26.21.49.02,45.89,74.45,8.525010777139467,6.838802185686291
XO.WD49..HH.2018.07.29.10.43.46,46.67,68.49,5.2068680129743,6.147236248858724
XO.WD49..HH.2018.07.31.06.59.43,44.63,,7.711485736681123,
XO.WD49..HH.2018.07.31.09.40.21,44.85,68.05,6.586961028724499,6.49164447350956
XO.WD49..HH.2018.07.31.17.09.48,34.86,45.07,9.986370897562542,8.51587832111335
XO.WD50..HH.2018.07.26.15.26.07,46.22,68.37,6.3238682159555655,6.8980303660003095
XO.WD50..HH.2018.07.27.13.49.07,45.25,,8.726731534794407,
XO.WD50..HH.2018.07.28.03.44.40,45.15,62.93,6.830729805226028,6.406132476248744
XO.WD50..HH.2018.07.28.15.41.40,47.14,,6.141815005003345,
XO.WD50..HH.2018.07.29.10.43.41,66.07,,5.842042875435678,
XO.WD50..HH.2018.07.31.05.39.24,,,,
XO.WD51..HH.2018.07.25.11.33.33,44.94,,9.487680555467643,
XO.WD51..HH.2018.07.27.17.13.32,,,,
XO.WD51..HH.2018.07.29.10.50.19,45.06,,6.703598943463799,
XO.WD51..HH.2018.07.31.11.50.35,67.04,,6.753748740572844,
XO.WD51..HH.2018.07.31.17.09.43,45.78,72.67,5.592899310851595,5.318541146936545
XO.WD52..HH.2018.07.18.19.05.35,36.24,75.97,6.283412082090617,5.1206208206296235
XO.WD52..HH.2018.07.25.18.34.03,44.92,55.77,8.76543472991854,6.799196403982395
XO.WD53..HH.2018.07.24.04.17.03,45.11,75.75,9.647413927146596,8.853817818782193
XO.WD53..HH.2018.07.25.00.59.51,45.12,,7.157111122839646,
XO.WD53..HH.2018.07.30.12.27.58,,,,
XO.WD54..HH.2018.07.25.08.22.55,,,,
XO.WD54..HH.2018.07.27.00.53.02,33.35,44.37,7.997677753648163,9.992777442505767
XO.WD54..HH.2018.07.28.05.17.43,45.01,47.09,9.944081144475005,5.773439235727286
XO.WD54..HH.2018.07.28.06.04.55,15.22,18.03,7.350990064472457,8.15221211367309
XO.WD54..HH.2018.07.29.05.06.27,20.48,33.82,7.036447645780408,5.479237242708256
XO.WD54..HH.2018.07.29.12.16.32,44.82,47.07,9.992728445978363,5.564309953094144
XO.WD55..HH.2018.07.24.04.19.19,46.64,,5.809842116625533,
XO.WD56..HH.2018.07.24.20.21.44,45.94,79.9,6.679374746997905,5.3131215876618425
XO.WD56..HH.2018.07.25.06.12.38,44.74,82.99,7.631601285038736,7.738558679829502
XO.WD56..HH.2018.07.27.22.32.10,11.73,78.5,5.77469299071059,5.874476301945722
XO.WD57..HH.2018.07.25.00.59.51,48.26,,5.71901351889492,
XO.WD57..HH.2018.07.31.06.59.56,47.23,,6.570543514175225,
XO.WD57..HH.2018.07.31.10.03.11,,,,
XO.WD57..HH.2018.07.31.12.25.44,46.6,79.38,7.441916690417544,5.616771071106603
XO.WD57..HH.2018.07.31.14.34.27,44.98,71.25,9.932810958836837,5.775805505027246
XO.WD58..HH.2018.07.18.14.07.46,45.54,74.12,6.00621740278125,7.637912550377008
XO.WD58..HH.2018.07.22.00.28.10,44.91,47.06,9.864349804925027,6.16827626932278
XO.WD58..HH.2018.07.24.04.16.52,44.98,68.45,9.964419660515789,6.594656334899712
XO.WD58..HH.2018.07.30.11.33.55,46.77,72.98,9.893392236240835,8.398105148855318
XO.WD59..HH.2018.07.19.14.33.19,45.23,80.06,9.815119008449551,9.325113301502006
XO.WD59..HH.2018.07.21.10.09.31,44.97,78.93,8.631150652676222,8.117949325762151
XO.WD60..HH.2018.07.18.19.06.03,44.58,,9.657458773497138,
XO.WD60..HH.2018.07.19.02.28.15,45.45,80.16,9.468062123468108,5.852296384345194
XO.WD60..HH.2018.07.19.14.33.19,45.0,78.48,9.808590492383066,6.221294199133929
XO.WD60..HH.2018.07.19.15.04.49,11.31,45.62,7.700657748532988,5.637254887155303
XO.WD61..HH.2018.07.21.07.58.32,,,,
XO.WD61..HH.2018.07.23.11.32.03,45.01,,9.848191192266146,
XO.WD61..HH.2018.07.25.14.10.24,45.15,,8.453442119684153,
XO.WD62..HH.2018.07.19.14.16.15,44.97,71.16,9.980941876519571,8.484127499440074
XO.WD62..HH.2018.07.20.18.01.13,45.19,76.59,8.032759543886609,8.417252252220788
XO.WD62..HH.2018.07.22.00.28.09,44.96,47.98,9.84001818343024,5.942113833096209
XO.WD62..HH.2018.07.24.14.29.24,45.07,74.49,9.530599483625059,8.465809375987883
XO.WD63..HH.2018.07.19.02.28.07,7.86,20.95,9.20918422974334,5.398832809020302
XO.WD63..HH.2018.07.21.07.58.32,16.24,29.2,5.034242909364447,5.05783457848829
XO.WD63..HH.2018.07.24.04.12.34,14.58,27.61,5.784207130359432,5.105017710114234
XO.WD63..HH.2018.07.24.15.50.59,20.69,33.74,9.007180629686074,6.0944693081687245
XO.WD64..HH.2018.07.19.14.16.20,45.03,77.27,9.994030261694462,6.500733410009378
XO.WD64..HH.2018.07.24.15.51.38,45.2,,7.936448064945312,
XO.WD64..HH.2018.07.26.19.17.55,45.48,48.11,7.048883690382063,5.5751950240141745
XO.WD65..HH.2018.07.21.10.05.43,44.98,66.68,9.616560886883954,7.296001527300077
XO.WD66..HH.2018.07.25.18.33.52,47.65,,9.995177747298593,
XO.WD66..HH.2018.07.25.21.37.52,47.66,,9.996475816452296,
XO.WD67..HH.2018.07.21.07.58.28,46.14,,9.81882290838309,
XO.WD67..HH.2018.07.21.08.15.06,44.98,,9.34460397675112,
XO.WD67..HH.2018.07.24.15.51.05,42.7,46.2,6.577428683737426,7.2779016824807705
XO.WD67..HH.2018.07.24.19.14.03,44.98,57.05,9.781259918052207,8.183846225704162
XO.WD68..HH.2018.07.20.16.23.27,45.01,47.74,9.784507871190497,7.564936849357961
XO.WD68..HH.2018.07.21.08.28.22,45.14,,7.943795861731097,
XO.WD68..HH.2018.07.22.17.12.59,44.99,46.98,9.961052552274335,5.868965187924864
XO.WD68..HH.2018.07.24.15.50.55,40.53,45.66,7.823083086201227,7.44800137750793
XO.WD68..HH.2018.07.25.04.07.52,44.97,47.57,8.789218391905228,5.720351549437588
XO.WD68..HH.2018.07.25.18.33.58,45.9,49.62,9.98140317510257,5.519936191708037
XO.WD68..HH.2018.07.25.22.04.06,7.36,45.13,7.023877139387447,5.336250749521657
XO.WD69..HH.2018.07.21.10.05.28,19.85,44.98,6.065363498990069,7.8029208399350365
XO.WD69..HH.2018.07.21.15.15.02,45.01,58.03,9.177871724487572,7.837516889122849
XO.WD69..HH.2018.07.24.14.29.03,21.92,45.16,6.135216721492318,5.4677486054459745
XO.WD69..HH.2018.07.25.22.03.55,44.96,,8.00819437235233,
XO.WD69..HH.2018.07.27.17.19.03,45.17,,5.673047818366054,
XO.WD69..HH.2018.07.31.19.21.34,44.98,55.28,9.436024305271575,8.405095690999618
XO.WD70..HH.2018.07.26.10.54.53,45.02,,9.935316333215312,
XO.WD70..HH.2018.07.26.21.48.46,45.07,65.04,9.01466665100693,5.657529709590383
XO.WD70..HH.2018.07.27.00.53.16,45.1,49.2,9.836947912008272,5.311178786043402
XO.WD70..HH.2018.07.27.14.45.35,46.55,61.66,6.0000304934515905,7.807496802738116
XO.WD70..HH.2018.07.28.06.04.54,47.65,51.85,6.2162415704993395,5.733873659730703
XO.WD70..HH.2018.07.31.06.59.30,35.54,45.04,6.594608891939393,8.139183020549291
XO.WD70..HH.2018.07.31.07.03.13,47.64,,5.933308858420163,
XO.WD70..HH.2018.07.31.17.09.31,45.77,63.33,5.587752278268741,7.638579690161659
XO.WS71..HH.2018.07.29.12.23.26,45.11,47.96,9.969496758016591,6.393695553368946
XO.WS71..HH.2018.07.30.12.28.04,22.37,,6.163247043166958,
XO.WS71..HH.2018.07.30.23.50.19,23.66,45.05,5.564948055555792,7.4241815923414975
XO.WS71..HH.2018.07.31.07.01.27,,,,
XO.WS71..HH.2018.07.31.12.34.35,,,,
XO.WS72..HH.2018.07.25.11.33.25,45.46,,8.48282012333272,
XO.WS72..HH.2018.07.26.07.31.27,45.68,,6.962063461063236,
XO.WS72..HH.2018.07.26.21.48.50,45.97,,8.622169041671867,
XO.WS72..HH.2018.07.27.12.47.55,45.51,73.6,7.261567403895399,5.440353018065553
XO.WS72..HH.2018.07.27.14.45.38,63.79,,6.364131896252492,
XO.WS72..HH.2018.07.27.21.41.16,44.98,59.69,9.40608079097115,6.273799435855091
XO.WS72..HH.2018.07.28.03.44.35,45.0,60.21,9.808419805519874,5.844383542464462
XO.WS72..HH.2018.07.29.05.06.35,45.11,61.39,8.65633772072895,5.834177964673408
XO.WS72..HH.2018.07.30.23.50.10,44.97,62.21,9.959028499840718,7.323427195347676
XO.WS72..HH.2018.07.31.12.34.17,46.55,,5.689943346453057,
XO.WS72..HH.2018.07.31.12.44.12,45.07,62.98,9.55674508083472,5.779401654434555
XO.WS72..HH.2018.07.31.13.48.03,35.6,45.83,6.928030150585512,6.095549589621385
XO.WS72..HH.2018.07.31.14.34.33,45.0,72.19,8.273303087325393,5.031368558466185
XO.WS74..HH.2018.07.25.04.07.49,46.39,140.58,5.57755892534015,8.739735050925036
XO.WS74..HH.2018.07.25.22.03.59,,,,
XO.WS74..HH.2018.07.26.07.31.39,45.1,60.22,8.755884667234172,5.087436780020951
XO.WS74..HH.2018.07.26.19.18.04,45.68,,7.7515408532672305,
XO.WS75..HH.2018.07.19.02.27.41,10.98,23.93,5.118825891049895,7.752110199711366
XO.WS75..HH.2018.07.19.15.24.20,8.61,21.51,5.08492348424361,5.30530545013923
XO.WS75..HH.2018.07.21.15.15.13,,,,
XO.WS75..HH.2018.07.22.00.28.35,14.94,,9.100071323099865,
XO.WS75..HH.2018.07.22.02.53.35,45.01,,6.699726983970183,
XO.WS75..HH.2018.07.22.16.21.18,45.0,,9.851306501643203,
XO.WS75..HH.2018.07.24.04.12.27,45.02,,9.612954757516246,
XO.WS75..HH.2018.07.30.11.34.05,45.17,,9.64232202005566,
