sample_id,phase,station,split,reference_time_s,action,risk,selected_time_s,auto_capable,verdict
XO.LT04..HH.2018.06.19.13.54.29,P,LT04,main,44.99,FUSE,13.6,44.485,True,wrong
XO.LT04..HH.2018.06.19.13.54.29,S,LT04,main,75.56,FUSE,1.3,75.49,True,correct
XO.LD41..HH.2018.06.23.15.10.44,P,LD41,main,45.0,ROUTE,21.3,44.99,True,correct
XO.LT17..HH.2018.06.24.21.03.43,S,LT17,main,44.99,FUSE,13.3,44.905,True,correct
XO.LD40..HH.2018.06.26.19.40.45,P,LD40,holdout,44.99,ROUTE,21.3,45.33,True,correct
XO.LD40..HH.2018.06.26.19.40.45,S,LD40,holdout,68.58,ROUTE,21.3,69.69,True,wrong
XO.LT09..HH.2018.06.27.22.25.46,P,LT09,main,45.0,FUSE,5.0,45.05,True,correct
XO.LT09..HH.2018.06.27.22.25.46,S,LT09,main,79.27,FUSE,17.3,53.095,True,wrong
XO.LT01..HH.2018.06.27.22.26.10,S,LT01,holdout,45.0,ABSTAIN,52.0,,False,no_pick
XO.LD38..HH.2018.06.28.19.05.54,P,LD38,main,45.0,ABSTAIN,7.8,,False,no_pick
XO.LD38..HH.2018.06.28.19.05.54,S,LD38,main,61.7,ROUTE,21.3,61.55,True,correct
XO.LA39..HH.2018.06.01.05.03.57,P,LA39,main,45.0,ABSTAIN,18.5,,False,no_pick
XO.LA39..HH.2018.06.01.05.03.57,S,LA39,main,59.19,FUSE,0.0,59.15,True,correct
XO.LA39..HH.2018.06.01.17.07.48,S,LA39,main,45.0,FUSE,1.0,45.15,True,correct
XO.LD40..HH.2018.06.02.04.57.00,S,LD40,main,45.0,ROUTE,31.3,44.02,True,correct
XO.LD40..HH.2018.06.02.15.42.51,S,LD40,main,45.0,ROUTE,21.3,116.28,True,wrong
XO.LT06..HH.2018.06.03.22.39.34,S,LT06,main,45.0,ABSTAIN,9.3,,False,no_pick
XO.LT01..HH.2018.06.06.02.15.01,S,LT01,main,45.0,ABSTAIN,52.0,,False,no_pick
XO.LA33..HH.2018.06.07.09.25.10,P,LA33,main,44.99,FUSE,1.0,45.02,True,correct
XO.LA33..HH.2018.06.07.09.25.10,S,LA33,main,58.08,FUSE,1.0,58.31,True,correct
XO.LA39..HH.2018.06.08.06.22.04,P,LA39,main,44.99,FUSE,5.0,45.02,True,correct
XO.LA39..HH.2018.06.08.06.22.04,S,LA39,main,62.47,FUSE,17.3,63.54,True,wrong
XO.LD40..HH.2018.06.10.05.24.39,S,LD40,holdout,44.99,ROUTE,31.3,44.56,True,correct
XO.LT01..HH.2018.06.10.09.11.42,S,LT01,holdout,45.0,ABSTAIN,42.0,,False,no_pick
XO.LD40..HH.2018.06.05.03.55.20,S,LD40,main,45.33,ROUTE,21.3,45.58,True,correct
XO.LA39..HH.2018.06.06.09.29.04,S,LA39,main,44.99,FUSE,0.0,45.02,True,correct
XO.LA39..HH.2018.06.06.10.41.24,S,LA39,holdout,45.0,FUSE,23.3,101.635,True,wrong
XO.LD40..HH.2018.06.06.13.51.38,S,LD40,main,45.0,ROUTE,21.3,45.23,True,correct
XO.LD40..HH.2018.06.06.13.54.37,S,LD40,main,44.99,ROUTE,21.3,45.43,True,correct
XO.LA29..HH.2018.06.16.10.24.41,S,LA29,holdout,45.0,FUSE,1.0,44.85,True,correct
XO.LT13..HH.2018.06.16.10.24.26,P,LT13,main,45.0,FUSE,1.3,45.09,True,correct
XO.LT13..HH.2018.06.16.10.24.26,S,LT13,main,55.54,FUSE,13.6,55.375,True,correct
XO.LD45..HH.2018.06.16.10.24.25,P,LD45,main,44.99,ABSTAIN,44.8,,False,no_pick
XO.LD45..HH.2018.06.16.10.24.25,S,LD45,main,55.38,ROUTE,21.3,55.76,True,correct
XO.LA34..HH.2018.06.16.10.24.21,P,LA34,main,44.99,FUSE,0.0,45.14,True,correct
XO.LA34..HH.2018.06.16.10.24.21,S,LA34,main,52.47,FUSE,0.0,52.42,True,correct
XO.LT17..HH.2018.06.16.10.24.29,P,LT17,holdout,45.0,FUSE,1.3,44.935,True,correct
XO.LD40..HH.2018.06.17.05.47.57,S,LD40,main,45.0,ROUTE,21.3,127.85,True,wrong
XO.LD40..HH.2018.06.19.16.54.03,S,LD40,main,44.99,ROUTE,26.3,45.08,True,correct
XO.LT01..HH.2018.06.20.09.27.13,P,LT01,main,44.99,ABSTAIN,15.0,,False,no_pick
XO.LD40..HH.2018.06.20.12.34.19,S,LD40,main,45.0,ROUTE,26.3,44.8,True,correct
XO.LT01..HH.2018.06.15.09.47.11,P,LT01,main,45.0,ABSTAIN,37.0,,False,no_pick
XO.LT01..HH.2018.06.15.09.47.11,S,LT01,main,53.61,FUSE,12.3,53.085,True,correct
XO.LA39..HH.2018.06.15.09.47.18,P,LA39,main,45.0,ABSTAIN,11.0,,False,no_pick
XO.LA39..HH.2018.06.15.09.47.18,S,LA39,main,59.27,FUSE,18.3,59.395,True,correct
XO.LD41..HH.2018.06.15.09.47.29,P,LD41,main,44.99,ROUTE,26.3,44.89,True,correct
XO.LT07..HH.2018.06.21.04.29.40,P,LT07,main,45.0,FUSE,1.0,44.89,True,correct
XO.LT07..HH.2018.06.21.04.29.40,S,LT07,main,55.77,FUSE,1.0,55.78,True,correct
XO.LA34..HH.2018.06.22.16.31.13,P,LA34,main,45.0,FUSE,1.0,45.02,True,correct
XO.LA34..HH.2018.06.22.16.31.13,S,LA34,main,75.57,FUSE,1.0,75.53,True,correct
XO.LD44..HH.2018.06.22.16.31.39,S,LD44,main,44.99,ROUTE,21.3,44.88,True,correct
XO.LD38..HH.2018.06.23.03.56.47,P,LD38,main,45.0,ROUTE,26.3,87.25,True,wrong
XO.LA39..HH.2018.06.23.08.23.45,P,LA39,main,44.99,FUSE,1.0,45.06,True,correct
XO.LA39..HH.2018.06.23.08.23.45,S,LA39,main,59.34,FUSE,1.0,59.37,True,correct
XO.LD41..HH.2018.06.24.13.36.09,P,LD41,holdout,44.99,ROUTE,26.3,44.11,True,wrong
XO.LA21..HH.2018.06.25.11.14.34,P,LA21,main,44.99,FUSE,5.3,45.025,True,correct
XO.LA21..HH.2018.06.25.11.14.34,S,LA21,main,58.84,ABSTAIN,42.3,,False,no_pick
XO.LD40..HH.2018.06.25.11.14.59,S,LD40,main,44.99,ROUTE,21.3,45.15,True,correct
XO.LT09..HH.2018.06.25.11.15.04,S,LT09,main,45.0,ROUTE,38.5,45.2,True,correct
XO.LA21..HH.2018.06.27.13.14.06,P,LA21,main,45.0,FUSE,10.3,44.975,True,correct
XO.LA21..HH.2018.06.27.13.14.06,S,LA21,main,55.1,ABSTAIN,47.3,,False,no_pick
XO.LD40..HH.2018.06.27.13.14.18,P,LD40,main,45.0,ROUTE,26.3,44.92,True,correct
XO.LD41..HH.2018.06.28.02.12.16,P,LD41,holdout,44.99,ROUTE,26.3,44.53,True,correct
XO.LD41..HH.2018.06.28.02.12.16,S,LD41,holdout,72.83,ROUTE,26.3,73.35,True,correct
XO.LD38..HH.2018.06.28.02.12.16,S,LD38,main,45.0,ROUTE,21.3,44.64,True,correct
XO.LT01..HH.2018.06.28.16.18.09,S,LT01,main,44.99,ABSTAIN,53.0,,False,no_pick
XO.LT06..HH.2018.06.28.23.10.28,P,LT06,main,44.99,ABSTAIN,22.8,,False,no_pick
XO.LT06..HH.2018.06.28.23.10.28,S,LT06,main,52.47,FUSE,4.3,52.56,True,correct
XO.LD40..HH.2018.06.29.02.18.17,P,LD40,main,44.99,ROUTE,21.3,45.37,True,correct
XO.LD40..HH.2018.06.29.02.18.17,S,LD40,main,65.92,ROUTE,21.3,66.2,True,correct
XO.LT12..HH.2018.06.29.12.37.02,P,LT12,main,45.0,FUSE,1.0,45.02,True,correct
XO.LT12..HH.2018.06.29.12.37.02,S,LT12,main,53.03,FUSE,1.0,53.3,True,correct
XO.LT07..HH.2018.06.29.16.32.47,P,LT07,main,45.0,FUSE,18.3,45.16,True,correct
XO.LT07..HH.2018.06.29.16.32.47,S,LT07,main,52.97,FUSE,18.3,53.01,True,correct
XO.LD40..HH.2018.06.30.20.21.29,S,LD40,main,45.0,ROUTE,21.3,45.21,True,correct
XO.LA39..HH.2018.07.01.04.04.30,P,LA39,main,45.0,ABSTAIN,5.0,,False,no_pick
XO.LA39..HH.2018.07.01.04.04.30,S,LA39,main,59.73,FUSE,0.0,59.52,True,correct
XO.LA25..HH.2018.07.01.19.54.40,P,LA25,main,44.99,ABSTAIN,14.3,,False,no_pick
XO.LA25..HH.2018.07.01.19.54.40,S,LA25,main,70.2,ABSTAIN,46.3,,False,no_pick
XO.LT16..HH.2018.07.01.19.54.44,P,LT16,main,44.99,FUSE,10.8,44.945,True,correct
XO.LA39..HH.2018.07.01.01.03.07,P,LA39,main,44.99,FUSE,0.0,45.0,True,correct
XO.LA39..HH.2018.07.01.01.03.07,S,LA39,main,58.28,FUSE,0.0,58.61,True,correct
XO.LA39..HH.2018.07.01.06.47.58,P,LA39,main,45.0,FUSE,0.0,44.96,True,correct
XO.LA39..HH.2018.07.01.06.47.58,S,LA39,main,60.69,FUSE,0.0,60.78,True,correct
XO.LT07..HH.2018.07.01.19.09.26,P,LT07,main,45.0,FUSE,0.0,45.02,True,correct
XO.LT07..HH.2018.07.01.19.09.26,S,LT07,main,52.78,FUSE,0.0,52.82,True,correct
XO.LT01..HH.2018.07.02.14.22.32,P,LT01,main,45.0,ROUTE,23.5,45.07,True,correct
XO.LT01..HH.2018.07.02.14.22.32,S,LT01,main,63.22,ABSTAIN,42.0,,False,no_pick
XO.LD41..HH.2018.07.02.14.22.35,P,LD41,main,45.0,ROUTE,26.3,43.65,True,wrong
XO.LD41..HH.2018.07.02.14.22.35,S,LD41,main,64.55,ROUTE,26.3,64.66,True,correct
XO.LD40..HH.2018.07.02.14.22.26,P,LD40,main,45.0,ROUTE,26.3,44.98,True,correct
XO.LD40..HH.2018.07.02.14.22.26,S,LD40,main,60.89,ROUTE,26.3,60.81,True,correct
XO.LT01..HH.2018.07.02.00.06.04,S,LT01,holdout,44.99,ABSTAIN,16.0,,False,no_pick
XO.LT17..HH.2018.07.02.03.50.52,P,LT17,main,45.0,FUSE,16.0,44.97,True,correct
XO.LT17..HH.2018.07.02.03.50.52,S,LT17,main,49.31,FUSE,16.0,49.38,True,correct
XO.LA39..HH.2018.07.03.01.45.18,P,LA39,main,45.0,ABSTAIN,5.0,,False,no_pick
XO.LA39..HH.2018.07.03.01.45.18,S,LA39,main,60.3,FUSE,0.0,60.03,True,correct
XO.LT01..HH.2018.07.03.07.07.13,P,LT01,main,44.99,ABSTAIN,32.3,,False,no_pick
XO.LT10..HH.2018.07.03.07.06.51,P,LT10,main,44.99,FUSE,24.2,45.19,True,correct
XO.LT12..HH.2018.07.03.07.06.57,P,LT12,main,45.0,FUSE,15.0,45.27,True,correct
XO.LD36..HH.2018.07.03.07.07.02,P,LD36,main,44.99,ABSTAIN,12.8,,False,no_pick
XO.LT13..HH.2018.07.03.07.11.22,P,LT13,main,45.0,ABSTAIN,29.8,,False,no_pick
XO.LD40..HH.2018.07.03.07.23.47,P,LD40,main,44.99,ROUTE,21.3,44.88,True,correct
XO.LD40..HH.2018.07.03.07.23.47,S,LD40,main,66.4,ROUTE,21.3,66.12,True,correct
XO.LD36..HH.2018.07.03.08.46.32,P,LD36,main,44.99,ABSTAIN,21.3,,False,no_pick
XO.LT06..HH.2018.07.03.08.46.40,S,LT06,main,44.99,ABSTAIN,9.3,,False,no_pick
XO.LT04..HH.2018.07.03.09.05.05,P,LT04,holdout,45.0,ABSTAIN,11.0,,False,no_pick
XO.LT14..HH.2018.07.03.09.04.52,P,LT14,main,44.99,FUSE,9.3,44.98,True,correct
XO.LT14..HH.2018.07.03.11.25.10,P,LT14,main,45.0,FUSE,4.3,45.05,True,correct
XO.LT14..HH.2018.07.03.11.25.10,S,LT14,main,65.06,ROUTE,22.8,67.05,True,wrong
XO.LT13..HH.2018.07.03.11.53.32,P,LT13,main,44.99,FUSE,28.6,44.995,True,correct
XO.LA21..HH.2018.07.03.19.18.22,P,LA21,main,44.99,FUSE,4.3,44.985,True,correct
XO.LA21..HH.2018.07.03.19.18.22,S,LA21,main,53.35,FUSE,4.3,51.64,True,wrong
XO.LD36..HH.2018.07.03.19.18.32,P,LD36,main,45.0,ABSTAIN,7.8,,False,no_pick
XO.LD36..HH.2018.07.03.19.18.32,S,LD36,main,61.3,ROUTE,21.3,60.99,True,correct
XO.LD38..HH.2018.07.03.19.18.32,P,LD38,main,45.0,ABSTAIN,7.8,,False,no_pick
XO.LD38..HH.2018.07.03.19.18.32,S,LD38,main,61.77,ROUTE,21.3,61.31,True,correct
XO.LA32..HH.2018.07.03.19.18.46,P,LA32,main,45.0,FUSE,5.0,44.87,True,correct
XO.LA32..HH.2018.07.03.19.18.46,S,LA32,main,71.37,FUSE,17.3,71.315,True,correct
XO.LT12..HH.2018.07.03.19.18.46,P,LT12,main,45.0,FUSE,0.0,44.93,True,correct
XO.LT12..HH.2018.07.03.19.18.46,S,LT12,main,71.92,FUSE,0.0,71.05,True,correct
XO.LT14..HH.2018.07.03.19.18.51,P,LT14,main,44.99,FUSE,4.3,45.205,True,correct
XO.LT14..HH.2018.07.03.19.18.51,S,LT14,main,75.91,ROUTE,22.8,76.42,True,correct
XO.LT09..HH.2018.07.03.19.19.04,S,LT09,main,44.99,FUSE,1.0,45.01,True,correct
XO.LT10..HH.2018.07.03.21.06.52,P,LT10,main,44.99,FUSE,13.3,44.735,True,correct
XO.LT10..HH.2018.07.03.21.06.52,S,LT10,main,65.69,FUSE,1.0,65.0,True,correct
XO.LT04..HH.2018.07.03.22.14.09,P,LT04,main,44.99,FUSE,0.0,44.93,True,correct
XO.LT04..HH.2018.07.03.22.14.09,S,LT04,main,76.16,FUSE,0.0,76.38,True,correct
XO.LT14..HH.2018.07.03.00.22.38,P,LT14,main,44.99,FUSE,4.3,44.905,True,correct
XO.LT14..HH.2018.07.03.00.22.38,S,LT14,main,57.7,FUSE,4.3,57.895,True,correct
XO.LT16..HH.2018.07.03.07.21.29,P,LT16,main,45.0,ROUTE,39.3,32.46,True,wrong
XO.LT14..HH.2018.07.03.10.14.00,P,LT14,holdout,44.99,FUSE,24.3,45.675,True,wrong
XO.LT07..HH.2018.07.03.13.10.52,P,LT07,holdout,45.0,FUSE,12.3,45.28,True,correct
XO.LT07..HH.2018.07.03.13.10.52,S,LT07,holdout,67.46,FUSE,0.0,69.15,True,wrong
XO.LT10..HH.2018.07.03.13.11.01,P,LT10,holdout,45.0,FUSE,13.3,44.545,True,correct
XO.LT10..HH.2018.07.03.13.11.01,S,LT10,holdout,73.99,FUSE,1.0,73.97,True,correct
XO.LT14..HH.2018.07.03.13.11.01,P,LT14,main,44.99,FUSE,4.3,44.98,True,correct
XO.LT14..HH.2018.07.03.13.11.01,S,LT14,main,75.21,FUSE,4.3,75.31,True,correct
XO.LD36..HH.2018.07.03.13.11.07,P,LD36,main,44.99,ABSTAIN,22.8,,False,no_pick
XO.LD36..HH.2018.07.03.13.11.07,S,LD36,main,78.51,ROUTE,36.3,80.1,True,wrong
XO.LT01..HH.2018.07.03.13.11.44,S,LT01,holdout,45.0,FUSE,0.0,45.07,True,correct
XO.LT10..HH.2018.07.03.13.15.39,S,LT10,main,44.99,ABSTAIN,6.0,,False,no_pick
XO.LT10..HH.2018.07.03.12.56.42,P,LT10,holdout,45.0,FUSE,13.3,44.44,True,wrong
XO.LT10..HH.2018.07.03.12.56.42,S,LT10,holdout,65.29,FUSE,1.0,65.27,True,correct
XO.LA39..HH.2018.07.04.21.57.02,S,LA39,holdout,44.99,FUSE,1.0,44.4,True,correct
XO.LT06..HH.2018.07.04.05.55.42,S,LT06,main,44.99,ROUTE,37.8,,True,no_pick
XO.LA39..HH.2018.07.04.19.05.46,P,LA39,holdout,45.0,FUSE,16.0,44.97,True,correct
XO.LT20..HH.2018.07.05.04.59.34,S,LT20,main,44.99,ROUTE,31.3,44.82,True,correct
XO.LT12..HH.2018.07.05.04.58.59,S,LT12,main,45.0,FUSE,17.3,45.095,True,correct
XO.LT17..HH.2018.07.05.17.41.35,P,LT17,main,44.99,FUSE,13.6,45.005,True,correct
XO.LT17..HH.2018.07.05.17.41.35,S,LT17,main,61.06,FUSE,1.3,61.12,True,correct
XO.LD44..HH.2018.07.05.17.41.40,P,LD44,main,44.99,ROUTE,21.3,45.41,True,correct
XO.LD44..HH.2018.07.05.17.41.40,S,LD44,main,63.66,ROUTE,21.3,63.54,True,correct
XO.LA34..HH.2018.07.05.17.41.48,P,LA34,holdout,45.0,FUSE,0.0,44.97,True,correct
XO.LD44..HH.2018.07.05.18.27.29,S,LD44,main,44.99,ROUTE,21.3,44.65,True,correct
XO.LA33..HH.2018.07.05.18.27.50,S,LA33,main,44.99,FUSE,13.3,44.51,True,correct
XO.LA39..HH.2018.07.05.22.25.01,S,LA39,main,45.0,FUSE,18.3,44.84,True,correct
XO.LT04..HH.2018.07.06.02.16.13,P,LT04,main,44.99,FUSE,6.0,45.13,True,correct
XO.LT12..HH.2018.07.06.22.30.18,P,LT12,main,45.0,FUSE,1.0,44.67,True,correct
XO.LT12..HH.2018.07.06.22.30.18,S,LT12,main,70.35,FUSE,1.0,70.26,True,correct
XO.LT18..HH.2018.07.06.19.37.10,P,LT18,main,44.99,FUSE,4.3,44.97,True,correct
XO.LD40..HH.2018.07.06.21.48.29,S,LD40,holdout,44.99,ROUTE,26.3,45.77,True,correct
XO.LA39..HH.2018.07.07.11.31.21,P,LA39,main,45.0,FUSE,1.0,45.02,True,correct
XO.LA39..HH.2018.07.07.11.31.21,S,LA39,main,68.33,FUSE,1.0,68.25,True,correct
XO.LT13..HH.2018.07.07.20.45.50,P,LT13,main,44.99,FUSE,6.3,44.93,True,correct
XO.LT13..HH.2018.07.07.20.45.50,S,LT13,main,62.23,ABSTAIN,43.3,,False,no_pick
XO.LT18..HH.2018.07.07.20.45.37,P,LT18,main,44.99,FUSE,19.3,44.98,True,correct
XO.LT18..HH.2018.07.07.20.45.37,S,LT18,main,50.54,FUSE,24.3,50.055,True,correct
XO.LD40..HH.2018.07.08.11.02.55,P,LD40,main,44.99,ROUTE,21.3,45.13,True,correct
XO.LD40..HH.2018.07.08.11.02.55,S,LD40,main,63.36,ROUTE,21.3,63.63,True,correct
XO.LT04..HH.2018.07.08.03.13.53,P,LT04,main,44.99,ABSTAIN,19.5,,False,no_pick
XO.LD41..HH.2018.07.08.05.42.20,P,LD41,holdout,44.99,ROUTE,26.3,44.97,True,correct
XO.LD41..HH.2018.07.08.05.42.20,S,LD41,holdout,62.09,ROUTE,26.3,61.92,True,correct
XO.LA32..HH.2018.07.08.15.13.51,P,LA32,main,44.99,FUSE,0.0,44.925,True,correct
XO.LA32..HH.2018.07.08.15.13.51,S,LA32,main,52.89,FUSE,0.0,52.82,True,correct
XO.LA26..HH.2018.07.08.15.13.51,P,LA26,main,45.0,ABSTAIN,5.0,,False,no_pick
XO.LA21..HH.2018.07.08.15.13.59,P,LA21,holdout,44.99,FUSE,9.3,45.005,True,correct
XO.LA21..HH.2018.07.08.15.13.59,S,LA21,holdout,58.88,ABSTAIN,22.8,,False,no_pick
XO.LD44..HH.2018.07.08.15.14.06,P,LD44,main,45.0,ABSTAIN,7.8,,False,no_pick
XO.LD44..HH.2018.07.08.15.14.06,S,LD44,main,63.0,ROUTE,21.3,63.07,True,correct
XO.LA39..HH.2018.07.08.18.24.27,S,LA39,main,44.99,FUSE,1.0,45.12,True,correct
XO.LT01..HH.2018.07.09.17.48.38,P,LT01,holdout,45.0,ROUTE,24.5,124.2,True,wrong
XO.LT01..HH.2018.07.09.17.48.38,S,LT01,holdout,67.36,FUSE,18.3,67.465,True,correct
XO.LA39..HH.2018.07.09.17.48.29,P,LA39,holdout,44.99,ABSTAIN,6.0,,False,no_pick
XO.LA39..HH.2018.07.09.17.48.29,S,LA39,holdout,59.92,FUSE,1.0,60.24,True,correct
XO.LT04..HH.2018.07.09.20.54.09,P,LT04,main,44.99,ABSTAIN,38.0,,False,no_pick
XO.LT01..HH.2018.07.10.23.35.34,S,LT01,main,45.0,FUSE,17.3,45.075,True,correct
XO.LT01..HH.2018.07.10.16.43.25,S,LT01,main,45.0,FUSE,10.0,45.195,True,correct
XO.LD40..HH.2018.07.10.18.19.05,S,LD40,main,45.0,ROUTE,26.3,44.98,True,correct
XO.LA39..HH.2018.07.10.21.15.46,P,LA39,main,44.99,ABSTAIN,19.5,,False,no_pick
XO.LA39..HH.2018.07.10.21.15.46,S,LA39,main,59.39,ABSTAIN,18.3,,False,no_pick
XO.LD40..HH.2018.07.10.21.16.19,S,LD40,main,45.0,ROUTE,21.3,45.29,True,correct
XO.LT14..HH.2018.07.11.10.03.31,P,LT14,main,44.99,ABSTAIN,32.8,,False,no_pick
XO.LT04..HH.2018.07.11.10.03.42,S,LT04,main,44.99,FUSE,1.0,44.85,True,correct
XO.LT12..HH.2018.07.11.17.34.32,S,LT12,main,44.99,FUSE,13.3,44.985,True,correct
XO.LD41..HH.2018.07.11.17.45.47,P,LD41,main,45.0,ROUTE,31.3,44.75,True,correct
XO.LD41..HH.2018.07.11.17.45.47,S,LD41,main,70.54,ROUTE,31.3,70.99,True,correct
XO.LT04..HH.2018.07.11.17.50.27,S,LT04,holdout,44.99,FUSE,18.6,44.635,True,correct
XO.LT06..HH.2018.07.11.19.58.12,P,LT06,main,45.0,ABSTAIN,27.8,,False,no_pick
XO.LT20..HH.2018.07.11.07.48.46,S,LT20,main,44.99,ROUTE,36.3,45.14,True,correct
XO.LD44..HH.2018.07.11.07.48.16,P,LD44,main,44.99,ROUTE,26.3,44.88,True,correct
XO.LD44..HH.2018.07.11.07.48.16,S,LD44,main,60.27,ROUTE,26.3,60.55,True,correct
XO.LD41..HH.2018.07.11.17.47.02,P,LD41,main,45.0,ROUTE,21.3,46.68,True,wrong
XO.LD41..HH.2018.07.11.17.47.02,S,LD41,main,71.53,ROUTE,21.3,71.07,True,correct
XO.LD41..HH.2018.07.12.00.45.58,P,LD41,holdout,45.0,ABSTAIN,7.8,,False,no_pick
XO.LD41..HH.2018.07.12.00.45.58,S,LD41,holdout,69.43,ROUTE,21.3,70.69,True,wrong
XO.LT04..HH.2018.07.12.02.05.29,P,LT04,main,44.99,FUSE,6.0,44.93,True,correct
XO.LT04..HH.2018.07.12.02.05.29,S,LT04,main,76.12,ABSTAIN,43.0,,False,no_pick
XO.LD38..HH.2018.07.12.02.05.23,S,LD38,main,45.0,ROUTE,21.3,45.06,True,correct
XO.LT06..HH.2018.07.12.02.57.14,P,LT06,main,44.99,FUSE,4.3,44.995,True,correct
XO.LT06..HH.2018.07.12.02.57.14,S,LT06,main,53.01,FUSE,4.3,53.025,True,correct
XO.LT09..HH.2018.07.12.02.57.23,P,LT09,main,44.99,FUSE,0.0,44.94,True,correct
XO.LD41..HH.2018.07.12.02.57.39,P,LD41,holdout,45.0,ABSTAIN,12.8,,False,no_pick
XO.LA34..HH.2018.07.12.02.57.39,P,LA34,holdout,44.99,FUSE,0.0,44.84,True,correct
XO.LD41..HH.2018.07.12.08.20.27,P,LD41,main,44.99,ROUTE,26.3,44.97,True,correct
XO.LD41..HH.2018.07.12.08.20.27,S,LD41,main,60.18,ROUTE,26.3,60.5,True,correct
XO.LA39..HH.2018.07.12.08.20.45,S,LA39,main,45.0,ABSTAIN,10.0,,False,no_pick
XO.LT07..HH.2018.07.12.21.03.00,P,LT07,main,45.0,ABSTAIN,47.0,,False,no_pick
XO.LT12..HH.2018.07.12.21.03.12,P,LT12,main,45.0,FUSE,17.3,45.035,True,correct
XO.LT12..HH.2018.07.12.21.03.12,S,LT12,main,70.49,ABSTAIN,5.0,,False,no_pick
XO.LT06..HH.2018.07.12.23.34.15,P,LT06,main,44.99,FUSE,9.3,44.985,True,correct
XO.LT06..HH.2018.07.12.23.34.15,S,LT06,main,51.53,FUSE,9.3,51.515,True,correct
XO.LD40..HH.2018.07.12.00.37.42,S,LD40,main,45.0,ROUTE,21.3,44.74,True,correct
XO.LT01..HH.2018.07.12.00.47.49,S,LT01,main,44.99,ABSTAIN,6.0,,False,no_pick
XO.LD41..HH.2018.07.12.00.47.35,P,LD41,holdout,44.99,ROUTE,26.3,44.74,True,correct
XO.LD41..HH.2018.07.12.00.47.35,S,LD41,holdout,69.22,ROUTE,26.3,69.6,True,correct
XO.LA39..HH.2018.07.12.00.47.36,S,LA39,main,44.99,FUSE,1.3,45.29,True,correct
XO.LD41..HH.2018.07.12.01.45.08,P,LD41,main,45.0,ROUTE,21.3,43.86,True,wrong
XO.LT01..HH.2018.07.12.06.43.21,S,LT01,main,44.99,ABSTAIN,27.3,,False,no_pick
XO.LD40..HH.2018.07.12.07.07.16,S,LD40,main,44.99,ROUTE,31.3,45.16,True,correct
XO.LT04..HH.2018.07.12.08.32.02,S,LT04,main,44.99,FUSE,17.3,142.61,True,wrong
XO.LT01..HH.2018.07.12.09.38.55,S,LT01,main,44.99,ABSTAIN,47.0,,False,no_pick
XO.LT17..HH.2018.07.12.10.25.09,S,LT17,main,45.0,FUSE,1.0,45.86,True,correct
XO.LA39..HH.2018.07.12.14.39.37,S,LA39,main,44.99,FUSE,10.0,44.94,True,correct
XO.LA33..HH.2018.07.13.07.11.32,P,LA33,main,44.99,FUSE,6.3,44.91,True,correct
XO.LA33..HH.2018.07.13.07.11.32,S,LA33,main,63.28,FUSE,18.6,63.365,True,correct
XO.LT01..HH.2018.07.13.10.08.23,S,LT01,main,45.0,ABSTAIN,5.0,,False,no_pick
XO.LA39..HH.2018.07.13.21.32.30,P,LA39,main,45.0,ABSTAIN,5.0,,False,no_pick
XO.LA39..HH.2018.07.13.21.32.30,S,LA39,main,60.11,FUSE,0.0,60.82,True,correct
XO.LD41..HH.2018.07.13.21.32.49,P,LD41,main,44.99,FUSE,7.8,45.07,True,correct
XO.LD41..HH.2018.07.13.21.32.49,S,LD41,main,74.58,ROUTE,26.3,74.58,True,correct
XO.LD41..HH.2018.07.13.22.30.43,P,LD41,main,44.99,ABSTAIN,12.8,,False,no_pick
XO.LD41..HH.2018.07.13.22.30.43,S,LD41,main,75.26,ROUTE,26.3,74.95,True,correct
XO.WD46..HH.2018.07.13.22.30.13,P,WD46,main,45.0,ABSTAIN,32.3,,False,no_pick
XO.LA39..HH.2018.07.13.11.44.00,S,LA39,holdout,45.0,FUSE,17.3,44.635,True,correct
XO.LD40..HH.2018.07.14.15.38.46,P,LD40,holdout,44.99,ROUTE,21.3,44.81,True,correct
XO.LD40..HH.2018.07.14.15.38.46,S,LD40,holdout,66.45,ROUTE,21.3,66.58,True,correct
XO.LA39..HH.2018.07.14.19.00.28,P,LA39,main,45.0,FUSE,1.3,45.01,True,correct
XO.LA39..HH.2018.07.14.19.00.28,S,LA39,main,62.01,FUSE,1.3,62.33,True,correct
XO.LD40..HH.2018.07.14.19.27.17,S,LD40,main,45.0,ROUTE,21.3,44.64,True,correct
XO.LD41..HH.2018.07.14.19.27.36,S,LD41,main,44.99,ROUTE,21.3,44.42,True,correct
XO.LA33..HH.2018.07.15.00.14.08,P,LA33,main,45.0,FUSE,10.2,44.96,True,correct
XO.LA33..HH.2018.07.15.00.14.08,S,LA33,main,56.18,FUSE,1.0,56.28,True,correct
XO.LA29..HH.2018.07.15.00.14.14,P,LA29,main,45.0,FUSE,0.0,44.84,True,correct
XO.LA29..HH.2018.07.15.00.14.14,S,LA29,main,59.98,FUSE,0.0,60.08,True,correct
XO.LT14..HH.2018.07.15.00.14.28,P,LT14,holdout,44.99,FUSE,4.3,44.935,True,correct
XO.LT10..HH.2018.07.15.00.14.29,P,LT10,main,45.0,FUSE,1.3,45.02,True,correct
