sample_id,phase,station,split,truth_s,selected_time_s,action,risk,verdict,auto_at_50pct,snr_db,gap_ratio,clipping_ratio,missing_channels,config_version,config_hash
XO.LA39..HH.2018.06.23.10.49.45,S,LA39,holdout,44.99,,ABSTAIN,6.0,no_pick,NOT_EVALUABLE,4.9,0.0,0.0004,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.23.10.49.49,P,LD41,holdout,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,11.0,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.23.11.26.22,P,LD41,holdout,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,12.8,0.25,0.001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.24.21.53.25,P,LD41,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,10.0,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.24.21.53.25,S,LD41,main,76.64,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,10.0,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.24.21.53.31,S,LD40,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,14.5,0.25,0.0006,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.24.03.05.14,S,LD40,main,45.0,,ABSTAIN,31.3,no_pick,NOT_EVALUABLE,15.1,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.24.06.41.24,P,LD40,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,14.2,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.24.06.41.24,S,LD40,main,68.51,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,14.2,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.24.06.41.33,P,LD41,holdout,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,10.4,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.24.06.41.33,S,LD41,holdout,73.38,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,10.4,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT20..HH.2018.06.24.07.28.52,P,LT20,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,15.7,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT20..HH.2018.06.24.07.28.52,S,LT20,main,51.83,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,15.7,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.24.11.28.11,S,LD40,main,45.0,,ABSTAIN,31.3,no_pick,NOT_EVALUABLE,12.0,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.25.15.05.48,P,LD41,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,10.3,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT14..HH.2018.06.26.04.06.48,P,LT14,main,44.99,,ABSTAIN,56.3,no_pick,NOT_EVALUABLE,11.5,0.25,0.0016,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.26.04.07.06,S,LT01,main,44.99,,ABSTAIN,52.0,no_pick,NOT_EVALUABLE,13.2,0.0,0.0013,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD45..HH.2018.06.26.23.50.41,P,LD45,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,11.6,0.25,0.0009,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD45..HH.2018.06.27.00.26.02,P,LD45,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,13.2,0.25,0.0011,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.27.15.38.33,P,LD38,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,14.8,0.25,0.0014,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.27.15.38.33,S,LD38,main,62.84,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,14.8,0.25,0.0014,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.27.15.38.37,P,LD40,holdout,45.0,,ABSTAIN,7.8,no_pick,NOT_EVALUABLE,13.9,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.27.15.38.37,S,LD40,holdout,66.23,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,13.9,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD44..HH.2018.06.27.16.31.44,S,LD44,main,63.64,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,17.6,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA39..HH.2018.06.27.21.35.03,P,LA39,main,45.0,,ABSTAIN,15.2,no_pick,NOT_EVALUABLE,4.8,0.0,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.27.21.35.07,P,LD40,holdout,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,16.4,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.27.21.35.07,S,LD40,holdout,68.36,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,16.4,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.27.21.35.14,P,LD41,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,9.4,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.27.21.35.14,S,LD41,main,72.64,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,9.4,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT12..HH.2018.06.27.14.35.49,S,LT12,main,45.0,,ABSTAIN,23.3,no_pick,NOT_EVALUABLE,3.9,0.0,0.0187,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.27.19.46.48,S,LD40,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,10.2,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.27.19.46.50,S,LT01,main,45.0,,ABSTAIN,52.0,no_pick,NOT_EVALUABLE,11.8,0.0,0.0016,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.29.00.59.59,P,LD40,main,44.99,,ABSTAIN,12.8,no_pick,NOT_EVALUABLE,13.6,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.29.00.59.59,S,LD40,main,72.17,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,13.6,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.29.02.22.56,P,LT01,holdout,45.0,,ABSTAIN,5.0,no_pick,NOT_EVALUABLE,11.3,0.0,0.0014,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.29.02.22.56,S,LT01,holdout,66.36,,ABSTAIN,5.0,no_pick,NOT_EVALUABLE,11.3,0.0,0.0014,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.29.21.37.47,P,LD41,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,13.5,0.25,0.0009,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD36..HH.2018.06.30.03.41.20,P,LD36,holdout,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,15.1,0.25,0.0019,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD36..HH.2018.06.30.03.41.20,S,LD36,holdout,57.82,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,15.1,0.25,0.0019,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT20..HH.2018.06.30.11.21.06,P,LT20,holdout,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,17.3,0.25,0.001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT20..HH.2018.06.30.11.21.06,S,LT20,holdout,51.07,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,17.3,0.25,0.001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.15.22.30.17,S,LD38,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.7,0.25,0.0002,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT04..HH.2018.06.19.13.54.29,P,LT04,main,44.99,44.485,FUSE,13.6,wrong,NOT_EVALUABLE,0.3,0.0,0.0004,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.23.15.10.44,P,LD41,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.0,0.25,0.0002,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.26.19.40.45,P,LD40,holdout,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,11.3,0.25,0.0008,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.26.19.40.45,S,LD40,holdout,68.58,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,11.3,0.25,0.0008,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT09..HH.2018.06.27.22.25.46,S,LT09,main,79.27,53.095,FUSE,17.3,wrong,NOT_EVALUABLE,9.2,0.0,0.0033,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.27.22.26.10,S,LT01,holdout,45.0,,ABSTAIN,52.0,no_pick,NOT_EVALUABLE,10.6,0.0,0.0014,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.28.19.05.54,P,LD38,main,45.0,,ABSTAIN,7.8,no_pick,NOT_EVALUABLE,12.8,0.25,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.28.19.05.54,S,LD38,main,61.7,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.8,0.25,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA39..HH.2018.06.01.05.03.57,P,LA39,main,45.0,,ABSTAIN,18.5,no_pick,NOT_EVALUABLE,8.9,0.0,0.0014,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.02.04.57.00,S,LD40,main,45.0,,ABSTAIN,31.3,no_pick,NOT_EVALUABLE,17.3,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.02.15.42.51,S,LD40,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,13.1,0.25,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT06..HH.2018.06.03.22.39.34,S,LT06,main,45.0,,ABSTAIN,9.3,no_pick,NOT_EVALUABLE,12.0,0.25,0.0039,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.06.02.15.01,S,LT01,main,45.0,,ABSTAIN,52.0,no_pick,NOT_EVALUABLE,13.3,0.0,0.0024,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA39..HH.2018.06.08.06.22.04,S,LA39,main,62.47,63.54,FUSE,17.3,wrong,NOT_EVALUABLE,8.4,0.0,0.0011,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.10.05.24.39,S,LD40,holdout,44.99,,ABSTAIN,31.3,no_pick,NOT_EVALUABLE,11.9,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.10.09.11.42,S,LT01,holdout,45.0,,ABSTAIN,42.0,no_pick,NOT_EVALUABLE,9.8,0.0,0.0023,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.05.03.55.20,S,LD40,main,45.33,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.8,0.25,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA39..HH.2018.06.06.10.41.24,S,LA39,holdout,45.0,101.635,FUSE,23.3,wrong,NOT_EVALUABLE,7.4,0.0,0.001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.06.13.51.38,S,LD40,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,10.5,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.06.13.54.37,S,LD40,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,9.6,0.25,0.0006,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD45..HH.2018.06.16.10.24.25,P,LD45,main,44.99,,ABSTAIN,44.8,no_pick,NOT_EVALUABLE,10.7,0.25,0.0009,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD45..HH.2018.06.16.10.24.25,S,LD45,main,55.38,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,10.7,0.25,0.0009,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.17.05.47.57,S,LD40,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,15.0,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.19.16.54.03,S,LD40,main,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,9.7,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.20.09.27.13,P,LT01,main,44.99,,ABSTAIN,15.0,no_pick,NOT_EVALUABLE,11.7,0.0,0.0014,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.20.12.34.19,S,LD40,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,10.6,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.15.09.47.11,P,LT01,main,45.0,,ABSTAIN,37.0,no_pick,NOT_EVALUABLE,8.9,0.0,0.0031,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA39..HH.2018.06.15.09.47.18,P,LA39,main,45.0,,ABSTAIN,11.0,no_pick,NOT_EVALUABLE,4.8,0.0,0.0008,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.15.09.47.29,P,LD41,main,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,10.5,0.25,0.0002,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD44..HH.2018.06.22.16.31.39,S,LD44,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,14.8,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.23.03.56.47,P,LD38,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,13.1,0.25,0.0027,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.24.13.36.09,P,LD41,holdout,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,12.3,0.25,0.0006,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA21..HH.2018.06.25.11.14.34,S,LA21,main,58.84,,ABSTAIN,42.3,no_pick,NOT_EVALUABLE,7.8,0.25,0.0001,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.25.11.14.59,S,LD40,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,15.0,0.25,0.0008,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT09..HH.2018.06.25.11.15.04,S,LT09,main,45.0,,ABSTAIN,38.5,no_pick,NOT_EVALUABLE,10.7,0.0,0.0016,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA21..HH.2018.06.27.13.14.06,S,LA21,main,55.1,,ABSTAIN,47.3,no_pick,NOT_EVALUABLE,7.8,0.25,0.0004,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.27.13.14.18,P,LD40,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,9.8,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.28.02.12.16,P,LD41,holdout,44.99,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,10.3,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.06.28.02.12.16,S,LD41,holdout,72.83,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,10.3,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD38..HH.2018.06.28.02.12.16,S,LD38,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,13.2,0.25,0.0003,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.06.28.16.18.09,S,LT01,main,44.99,,ABSTAIN,53.0,no_pick,NOT_EVALUABLE,4.9,0.0,0.0027,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT06..HH.2018.06.28.23.10.28,P,LT06,main,44.99,,ABSTAIN,22.8,no_pick,NOT_EVALUABLE,15.0,0.25,0.0039,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.29.02.18.17,P,LD40,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,14.9,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.29.02.18.17,S,LD40,main,65.92,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,14.9,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.06.30.20.21.29,S,LD40,main,45.0,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,12.8,0.25,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA39..HH.2018.07.01.04.04.30,P,LA39,main,45.0,,ABSTAIN,5.0,no_pick,NOT_EVALUABLE,10.5,0.0,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA25..HH.2018.07.01.19.54.40,P,LA25,main,44.99,,ABSTAIN,14.3,no_pick,NOT_EVALUABLE,25.3,0.25,0.0002,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA25..HH.2018.07.01.19.54.40,S,LA25,main,70.2,,ABSTAIN,46.3,no_pick,NOT_EVALUABLE,25.3,0.25,0.0002,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.07.02.14.22.32,P,LT01,main,45.0,,ABSTAIN,23.5,no_pick,NOT_EVALUABLE,8.9,0.0,0.0025,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.07.02.14.22.32,S,LT01,main,63.22,,ABSTAIN,42.0,no_pick,NOT_EVALUABLE,8.9,0.0,0.0025,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.07.02.14.22.35,P,LD41,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,12.3,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD41..HH.2018.07.02.14.22.35,S,LD41,main,64.55,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,12.3,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.07.02.14.22.26,P,LD40,main,45.0,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,11.2,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.07.02.14.22.26,S,LD40,main,60.89,,ABSTAIN,26.3,no_pick,NOT_EVALUABLE,11.2,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.07.02.00.06.04,S,LT01,holdout,44.99,,ABSTAIN,16.0,no_pick,NOT_EVALUABLE,6.6,0.0,0.0021,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LA39..HH.2018.07.03.01.45.18,P,LA39,main,45.0,,ABSTAIN,5.0,no_pick,NOT_EVALUABLE,9.7,0.0,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT01..HH.2018.07.03.07.07.13,P,LT01,main,44.99,,ABSTAIN,32.3,no_pick,NOT_EVALUABLE,13.2,0.0,0.001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD36..HH.2018.07.03.07.07.02,P,LD36,main,44.99,,ABSTAIN,12.8,no_pick,NOT_EVALUABLE,24.8,0.25,0.0005,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT13..HH.2018.07.03.07.11.22,P,LT13,main,45.0,,ABSTAIN,29.8,no_pick,NOT_EVALUABLE,0.8,0.0,0.0007,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.07.03.07.23.47,P,LD40,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,18.2,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD40..HH.2018.07.03.07.23.47,S,LD40,main,66.4,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,18.2,0.25,0.0001,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LD36..HH.2018.07.03.08.46.32,P,LD36,main,44.99,,ABSTAIN,21.3,no_pick,NOT_EVALUABLE,15.3,0.25,0.0033,,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
XO.LT06..HH.2018.07.03.08.46.40,S,LT06,main,44.99,,ABSTAIN,9.3,no_pick,NOT_EVALUABLE,14.5,0.25,0.0027,E,semifinal_v1.5.1,58011ddcaeaa2160bc51d32f50f956ca8ea552ed98363eaef11d301276495815
